.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x34_affmot_eat,x35_int_eat,x37_plan_eat,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x33_goal_sed,x36_goal_eat,x29_wgoal_sleep,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x31_int_sed,x32_plan_sed,x38_covid_lonely,x39_covid_health,x40_viralsymp,x55_engage
sharpnessnextpouch@timestudy_com/2020-09-14/phone_promptresponse_clean_2020-09-14.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-14,2020-09-14 22:41:00 CDT,GMT-05:00,1600141260154,Completed,2020-09-14,2020-09-14 22:49:07 CDT,1600141747614,2,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-15/phone_promptresponse_clean_2020-09-15.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-15,2020-09-15 22:38:00 CDT,GMT-05:00,1600227480146,Completed,2020-09-15,2020-09-15 23:11:00 CDT,1600229460288,2,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-16/phone_promptresponse_clean_2020-09-16.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-16,2020-09-16 21:35:00 CDT,GMT-05:00,1600310100185,Completed,2020-09-16,2020-09-16 21:36:46 CDT,1600310206584,1,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Moderately,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Definitely will,Sort of,,,,
sharpnessnextpouch@timestudy_com/2020-09-17/phone_promptresponse_clean_2020-09-17.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-17,2020-09-17 22:22:00 CDT,GMT-05:00,1600399320188,Completed,2020-09-17,2020-09-17 22:23:36 CDT,1600399416939,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-18/phone_promptresponse_clean_2020-09-18.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-18,2020-09-18 21:35:00 CDT,GMT-05:00,1600482900177,Completed,2020-09-18,2020-09-18 22:11:52 CDT,1600485112279,2,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Moderately,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
sharpnessnextpouch@timestudy_com/2020-09-19/phone_promptresponse_clean_2020-09-19.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-09-19,2020-09-19 21:49:00 CDT,GMT-05:00,1600570140226,Completed,2020-09-19,2020-09-19 21:50:01 CDT,1600570201830,1,set_1,24,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,Not at all,Not at all,Very much so,Not at all,Not at all,Moderately,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-20/phone_promptresponse_clean_2020-09-20.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-09-20,2020-09-20 22:49:00 CDT,GMT-05:00,1600660140166,Completed,2020-09-20,2020-09-20 22:53:31 CDT,1600660411163,1,set_3,47,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,Very much so,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,Definitely will,Yes,Moderately,A little,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-09-21/phone_promptresponse_clean_2020-09-21.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-09-21,2020-09-21 21:33:00 CDT,GMT-05:00,1600741980154,Completed,2020-09-21,2020-09-21 21:34:47 CDT,1600742087413,1,set_2,23,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-22/phone_promptresponse_clean_2020-09-22.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-09-22,2020-09-22 21:49:00 CDT,GMT-05:00,1600829340174,Completed,2020-09-22,2020-09-22 21:50:39 CDT,1600829439290,1,set_4,23,9,A little,Quite a bit,Not at all,Extremely,Extremely,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,A little,Quite a bit,No,Yes,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-23/phone_promptresponse_clean_2020-09-23.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-23,2020-09-23 22:46:00 CDT,GMT-05:00,1600919160164,Completed,2020-09-23,2020-09-23 22:47:07 CDT,1600919227695,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-24/phone_promptresponse_clean_2020-09-24.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-24,2020-09-24 21:32:00 CDT,GMT-05:00,1601001120200,Completed,2020-09-24,2020-09-24 22:04:01 CDT,1601003041035,2,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-25/phone_promptresponse_clean_2020-09-25.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-25,2020-09-25 21:48:00 CDT,GMT-05:00,1601088480153,Completed,2020-09-25,2020-09-25 22:05:49 CDT,1601089549808,2,set_3,24,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Definitely will,Sort of,,,,Not at all
sharpnessnextpouch@timestudy_com/2020-09-26/phone_promptresponse_clean_2020-09-26.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-26,2020-09-26 22:33:00 CDT,GMT-05:00,1601177580173,Completed,2020-09-26,2020-09-26 23:24:45 CDT,1601180685858,2,set_4,23,9,A little,Quite a bit,Not at all,Extremely,Moderately,A little,A little,A little,A little,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-27/phone_promptresponse_clean_2020-09-27.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-27,2020-09-27 21:46:00 CDT,GMT-05:00,1601261160157,Completed,2020-09-27,2020-09-27 22:30:32 CDT,1601263832632,2,set_3,47,9,A little,Quite a bit,Not at all,Extremely,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,Quite a bit,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Very little,Definitely will,Yes,Quite a bit,A little,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-09-28/phone_promptresponse_clean_2020-09-28.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-28,2020-09-28 22:10:00 CDT,GMT-05:00,1601349000146,Completed,2020-09-28,2020-09-28 22:11:42 CDT,1601349102237,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-29/phone_promptresponse_clean_2020-09-29.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-09-29,2020-09-29 22:31:00 CDT,GMT-05:00,1601436660146,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-09-30/phone_promptresponse_clean_2020-09-30.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-09-30,2020-09-30 21:47:00 CDT,GMT-05:00,1601520420175,Completed,2020-09-30,2020-09-30 21:59:04 CDT,1601521144818,2,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-01/phone_promptresponse_clean_2020-10-01.csv,25,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-01,2020-10-01 22:28:00 CDT,GMT-05:00,1601609280154,Completed,2020-10-01,2020-10-01 22:29:27 CDT,1601609367428,1,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,A little,A little,Very much so,Very much so,Not at all,Moderately,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-02/phone_promptresponse_clean_2020-10-02.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-02,2020-10-02 22:37:00 CDT,GMT-05:00,1601696220169,Completed,2020-10-02,2020-10-02 22:48:44 CDT,1601696924658,2,set_2,23,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Moderately,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-03/phone_promptresponse_clean_2020-10-03.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-10-03,2020-10-03 21:49:00 CDT,GMT-05:00,1601779740174,Completed,2020-10-03,2020-10-03 21:50:11 CDT,1601779811394,1,set_1,24,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-04/phone_promptresponse_clean_2020-10-04.csv,24,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-04,2020-10-04 22:29:00 CDT,GMT-05:00,1601868540152,Completed,2020-10-04,2020-10-04 22:53:26 CDT,1601870006262,2,set_3,47,9,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,Very much so,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,Definitely will,Yes,Moderately,A little,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-10-05/phone_promptresponse_clean_2020-10-05.csv,24,sharpnessnextpouch,Daily,TIME,RANDOM,23,0,2020-10-05,2020-10-05 23:15:00 CDT,GMT-05:00,1601957700150,Completed,2020-10-05,2020-10-05 23:17:40 CDT,1601957860282,1,set_4,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-06/phone_promptresponse_clean_2020-10-06.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-06,2020-10-06 21:46:00 CDT,GMT-05:00,1602038760226,Completed,2020-10-06,2020-10-06 22:01:51 CDT,1602039711402,2,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-07/phone_promptresponse_clean_2020-10-07.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-07,2020-10-07 21:38:00 CDT,GMT-05:00,1602124680180,Completed,2020-10-07,2020-10-07 22:03:53 CDT,1602126233578,2,set_4,23,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Very much so,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-08/phone_promptresponse_clean_2020-10-08.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-08,2020-10-08 21:48:00 CDT,GMT-05:00,1602211680152,Completed,2020-10-08,2020-10-08 22:04:14 CDT,1602212654583,2,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Moderately,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-09/phone_promptresponse_clean_2020-10-09.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-09,2020-10-09 22:14:00 CDT,GMT-05:00,1602299640220,Completed,2020-10-09,2020-10-09 22:32:54 CDT,1602300774406,2,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
sharpnessnextpouch@timestudy_com/2020-10-10/phone_promptresponse_clean_2020-10-10.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-10,2020-10-10 22:18:00 CDT,GMT-05:00,1602386280215,Completed,2020-10-10,2020-10-10 23:21:02 CDT,1602390062923,2,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-11/phone_promptresponse_clean_2020-10-11.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-11,2020-10-11 21:40:00 CDT,GMT-05:00,1602470400177,Completed,2020-10-11,2020-10-11 22:46:25 CDT,1602474385691,2,set_3,47,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,Yes,0,,,,,Quite a bit,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,Definitely will,Yes,Moderately,A little,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-10-12/phone_promptresponse_clean_2020-10-12.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-12,2020-10-12 21:42:00 CDT,GMT-05:00,1602556920172,Completed,2020-10-12,2020-10-12 21:59:55 CDT,1602557995063,2,set_1,24,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,A little,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-13/phone_promptresponse_clean_2020-10-13.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-13,2020-10-13 22:32:00 CDT,GMT-05:00,1602646320167,Completed,2020-10-13,2020-10-13 22:52:41 CDT,1602647561502,2,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-14/phone_promptresponse_clean_2020-10-14.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-14,2020-10-14 21:37:00 CDT,GMT-05:00,1602729420140,Completed,2020-10-14,2020-10-14 22:26:49 CDT,1602732409702,2,set_3,23,9,A little,Quite a bit,Not at all,Extremely,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
sharpnessnextpouch@timestudy_com/2020-10-15/phone_promptresponse_clean_2020-10-15.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-15,2020-10-15 22:25:00 CDT,GMT-05:00,1602818700157,Completed,2020-10-15,2020-10-15 22:26:31 CDT,1602818791790,1,set_4,24,9,Not at all,Extremely,Not at all,Quite a bit,Moderately,A little,A little,Not at all,Not at all,Very much so,Quite a bit,Not at all,A little,Moderately,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,Somewhat
sharpnessnextpouch@timestudy_com/2020-10-16/phone_promptresponse_clean_2020-10-16.csv,25,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-16,2020-10-16 22:35:00 CDT,GMT-05:00,1602905700196,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-17/phone_promptresponse_clean_2020-10-17.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,22,23,2020-10-17,2020-10-17 22:21:00 CDT,GMT-05:00,1602991260233,Completed,2020-10-17,2020-10-17 22:22:43 CDT,1602991363072,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-18/phone_promptresponse_clean_2020-10-18.csv,22,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-10-18,2020-10-18 21:47:00 CDT,GMT-05:00,1603075620239,Completed,2020-10-18,2020-10-18 21:58:42 CDT,1603076322971,2,set_4,47,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,,,Moderately,Moderately,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-10-19/phone_promptresponse_clean_2020-10-19.csv,31,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-19,2020-10-19 22:16:00 CDT,GMT-05:00,1603163760173,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-20/phone_promptresponse_clean_2020-10-20.csv,24,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-20,2020-10-20 21:44:00 CDT,GMT-05:00,1603248240179,Completed,2020-10-20,2020-10-20 21:45:49 CDT,1603248349572,1,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,A little,A little,Not at all,A little,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-21/phone_promptresponse_clean_2020-10-21.csv,28,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-21,2020-10-21 21:43:00 CDT,GMT-05:00,1603334580172,Completed,2020-10-21,2020-10-21 22:11:24 CDT,1603336284954,2,set_3,23,9,A little,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,Very much so,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
sharpnessnextpouch@timestudy_com/2020-10-22/phone_promptresponse_clean_2020-10-22.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-22,2020-10-22 22:33:00 CDT,GMT-05:00,1603423980154,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-23/phone_promptresponse_clean_2020-10-23.csv,24,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-23,2020-10-23 22:31:00 CDT,GMT-05:00,1603510260136,Completed,2020-10-23,2020-10-23 22:35:20 CDT,1603510520557,1,set_2,24,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Moderately,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,A little bit
sharpnessnextpouch@timestudy_com/2020-10-24/phone_promptresponse_clean_2020-10-24.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-24,2020-10-24 22:12:00 CDT,GMT-05:00,1603595520143,Completed,2020-10-24,2020-10-24 22:13:24 CDT,1603595604349,1,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,A little,Moderately,No,No,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-25/phone_promptresponse_clean_2020-10-25.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-25,2020-10-25 22:12:00 CDT,GMT-05:00,1603681920130,Completed,2020-10-25,2020-10-25 22:25:19 CDT,1603682719011,2,set_1,48,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,A little,A little,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,Very much so,Definitely will,Yes,Maybe,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Very little,,,A little,A little,I am not experiencing viral symptoms,
sharpnessnextpouch@timestudy_com/2020-10-26/phone_promptresponse_clean_2020-10-26.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-26,2020-10-26 22:52:07 CDT,GMT-05:00,1603770727692,Completed,2020-10-26,2020-10-26 22:53:30 CDT,1603770810980,1,set_3,23,9,A little,Quite a bit,Not at all,Quite a bit,Moderately,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,
sharpnessnextpouch@timestudy_com/2020-10-27/phone_promptresponse_clean_2020-10-27.csv,22,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-27,2020-10-27 21:43:00 CDT,GMT-05:00,1603852980224,Completed,2020-10-27,2020-10-27 21:45:41 CDT,1603853141004,1,set_1,24,9,A little,Quite a bit,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Very much so,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-28/phone_promptresponse_clean_2020-10-28.csv,21,sharpnessnextpouch,Daily,TIME,RANDOM,21,22,2020-10-28,2020-10-28 21:33:00 CDT,GMT-05:00,1603938780186,Completed,2020-10-28,2020-10-28 21:34:11 CDT,1603938851731,1,set_3,24,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,A little,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,Quite a bit,,,,,,,,,,,,,,,,,,,,Definitely will,Yes,,,,Somewhat
sharpnessnextpouch@timestudy_com/2020-10-29/phone_promptresponse_clean_2020-10-29.csv,23,sharpnessnextpouch,Daily,TIME,RANDOM,22,23,2020-10-29,2020-10-29 22:26:00 CDT,GMT-05:00,1604028360159,Completed,2020-10-29,2020-10-29 22:29:58 CDT,1604028598155,1,set_2,23,9,A little,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,
sharpnessnextpouch@timestudy_com/2020-10-30/phone_promptresponse_clean_2020-10-30.csv,23,sharpnessnextpouch,Daily,BURST,RANDOM,21,22,2020-10-30,2020-10-30 21:31:00 CDT,GMT-05:00,1604111460224,Completed,2020-10-30,2020-10-30 21:43:58 CDT,1604112238932,2,set_4,23,9,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,Yes,0,,,,,,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,
