.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x34_affmot_eat,x35_int_eat,x37_plan_eat,x55_engage,x30_affmot_sed,x31_int_sed,x32_plan_sed,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
massagerresidencyenlarging@timestudy_com/2021-03-12/phone_promptresponse_clean_2021-03-12.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-03-12,2021-03-12 01:40:00 PST,GMT-08:00,1615542000378,Completed,2021-03-12,2021-03-12 01:40:43 PST,1615542043860,1,set_2,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,No,No,0,A little,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-13/phone_promptresponse_clean_2021-03-13.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-03-13,2021-03-13 01:32:00 PST,GMT-08:00,1615627920417,Completed,2021-03-13,2021-03-13 01:32:44 PST,1615627964558,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,Very much so,Quite a bit,A little,No,No,0,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,3,massagerresidencyenlarging,Daily,BURST,RANDOM,1,3,2021-03-14,2021-03-14 01:49:00 PST,GMT-08:00,1615715340646,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-15/phone_promptresponse_clean_2021-03-15.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-03-15,2021-03-15 01:24:00 PDT,GMT-07:00,1615796640357,Completed,2021-03-15,2021-03-15 01:25:50 PDT,1615796750864,1,set_3,48,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,No,No,0,,,,,,,A little bit,A little,Might,Sort of,Sort of,Yes,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Moderate,Moderate,,,,
massagerresidencyenlarging@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,2,massagerresidencyenlarging,Daily,TIME,RANDOM,1,2,2021-03-16,2021-03-16 01:19:00 PDT,GMT-07:00,1615882740310,Completed,2021-03-16,2021-03-16 02:24:23 PDT,1615886663627,2,set_1,25,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Yes,No
massagerresidencyenlarging@timestudy_com/2021-03-17/phone_promptresponse_clean_2021-03-17.csv,2,massagerresidencyenlarging,Daily,TIME,RANDOM,1,2,2021-03-17,2021-03-17 01:26:00 PDT,GMT-07:00,1615969560455,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-03-19,2021-03-19 00:24:00 PDT,GMT-07:00,1616138640360,Completed,2021-03-19,2021-03-19 00:25:13 PDT,1616138713397,1,set_1,25,9,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,Moderately,Not at all,Moderately,A little,A little,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,No
massagerresidencyenlarging@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,16,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-19,2021-03-19 23:44:00 PDT,GMT-07:00,1616222640403,Completed,2021-03-19,2021-03-19 23:44:51 PDT,1616222691375,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-03-20/phone_promptresponse_clean_2021-03-20.csv,34,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-20,2021-03-20 23:16:00 PDT,GMT-07:00,1616307360311,Completed,2021-03-20,2021-03-20 23:17:36 PDT,1616307456488,1,set_3,24,9,A little,A little,A little,A little,A little,A little,A little,Moderately,Moderately,A little,A little,A little,A little,A little,No,No,0,,,,,,,Somewhat,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-22/phone_promptresponse_clean_2021-03-22.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-21,2021-03-21 23:49:00 PDT,GMT-07:00,1616395740354,Completed,2021-03-22,2021-03-22 00:05:25 PDT,1616396725719,2,set_4,47,9,A little,A little,Quite a bit,A little,A little,A little,A little,A little,A little,A little,Not at all,Moderately,A little,A little,No,No,0,,,,Very much so,Definitely will,Sort of,,,,,Not really,No,Sort of,Maybe,Sort of,Sort of,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-03-22/phone_promptresponse_clean_2021-03-22.csv,25,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-22,2021-03-22 23:20:00 PDT,GMT-07:00,1616480400437,Completed,2021-03-22,2021-03-22 23:20:37 PDT,1616480437760,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-23,2021-03-23 23:18:00 PDT,GMT-07:00,1616566680462,Completed,2021-03-24,2021-03-24 00:03:57 PDT,1616569437502,2,set_2,23,9,A little,A little,Extremely,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-24,2021-03-24 23:41:00 PDT,GMT-07:00,1616654460312,Completed,2021-03-24,2021-03-24 23:43:04 PDT,1616654584733,1,set_2,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,A little,A little,A little,No,No,0,A little,Probably will,Trying to decide,,,,Somewhat,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-03-25,2021-03-25 23:32:00 PDT,GMT-07:00,1616740320339,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-03-26,2021-03-26 23:38:00 PDT,GMT-07:00,1616827080295,Completed,2021-03-26,2021-03-26 23:44:30 PDT,1616827470276,2,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,Moderately,A little,A little,No,Yes,0,,,,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-03-27,2021-03-27 23:31:00 PDT,GMT-07:00,1616913060381,Completed,2021-03-27,2021-03-27 23:32:32 PDT,1616913152827,1,set_4,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-03-29,2021-03-29 01:20:00 PDT,GMT-07:00,1617006000435,Completed,2021-03-29,2021-03-29 01:59:03 PDT,1617008343327,2,set_3,48,9,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,A little,Not at all,Moderately,A little,Not at all,No,No,0,,,,,,,A little bit,Very much so,Definitely will,Yes,Sort of,Maybe,Sort of,Maybe,Yes,Yes,Not at all,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,,,,
massagerresidencyenlarging@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,2,massagerresidencyenlarging,Daily,BURST,RANDOM,1,2,2021-03-30,2021-03-30 01:33:00 PDT,GMT-07:00,1617093180447,Completed,2021-03-30,2021-03-30 01:33:50 PDT,1617093230837,1,set_3,23,9,Not at all,A little,Extremely,A little,Moderately,A little,A little,A little,Not at all,A little,Not at all,A little,A little,A little,No,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,2,massagerresidencyenlarging,Daily,TIME,RANDOM,1,2,2021-03-31,2021-03-31 01:11:00 PDT,GMT-07:00,1617178260339,Completed,2021-03-31,2021-03-31 01:11:58 PDT,1617178318310,1,set_1,24,9,A little,Moderately,A little,A little,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,No
massagerresidencyenlarging@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-04-01,2021-04-01 00:30:00 PDT,GMT-07:00,1617262200357,Completed,2021-04-01,2021-04-01 00:31:35 PDT,1617262295014,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,Moderately,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,No
massagerresidencyenlarging@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-04-01,2021-04-01 23:32:00 PDT,GMT-07:00,1617345120311,Completed,2021-04-01,2021-04-01 23:32:53 PDT,1617345173118,1,set_3,23,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Not at all,A little,A little,A little,Not sure,No,0,,,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,24,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-04-02,2021-04-02 23:12:00 PDT,GMT-07:00,1617430320384,Completed,2021-04-02,2021-04-02 23:13:21 PDT,1617430401366,1,set_1,25,9,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,Moderately,A little,No,No,0,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-03,2021-04-03 21:38:00 PDT,GMT-07:00,1617511080325,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-04,2021-04-04 21:38:00 PDT,GMT-07:00,1617597480346,Completed,2021-04-04,2021-04-04 21:40:42 PDT,1617597642479,1,set_3,47,9,A little,A little,A little,A little,A little,A little,A little,Not at all,A little,A little,Not at all,Moderately,A little,A little,No,No,0,,,,,,,,Quite a bit,Might,Sort of,Sort of,Maybe,Sort of,No,Sort of,Sort of,Not at all,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Moderate,,,,
massagerresidencyenlarging@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,30,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-05,2021-04-05 21:45:00 PDT,GMT-07:00,1617684300491,Completed,2021-04-05,2021-04-05 21:46:43 PDT,1617684403003,1,set_2,23,9,A little,Quite a bit,Moderately,A little,Moderately,Not at all,Not at all,A little,Not at all,Not at all,Not at all,A little,A little,A little,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,83,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-06,2021-04-06 21:47:00 PDT,GMT-07:00,1617770820486,Completed,2021-04-06,2021-04-06 21:47:57 PDT,1617770877636,1,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,A little,A little,Moderately,Not at all,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Yes,Yes
massagerresidencyenlarging@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,36,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-07,2021-04-07 21:37:00 PDT,GMT-07:00,1617856620564,Completed,2021-04-07,2021-04-07 21:38:07 PDT,1617856687352,1,set_3,23,9,A little,A little,Extremely,Not at all,A little,A little,A little,A little,Not at all,A little,A little,A little,A little,A little,Yes,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,1,massagerresidencyenlarging,Daily,TIME,RANDOM,0,1,2021-04-09,2021-04-09 00:39:00 PDT,GMT-07:00,1617953940428,Completed,2021-04-09,2021-04-09 00:39:57 PDT,1617953997238,1,set_4,23,9,Quite a bit,A little,Moderately,A little,A little,Quite a bit,Extremely,A little,A little,A little,Not at all,Moderately,A little,A little,No,No,0,,,,A little,Probably will not,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-09,2021-04-09 21:32:00 PDT,GMT-07:00,1618029120381,Completed,2021-04-09,2021-04-09 21:38:11 PDT,1618029491277,2,set_2,24,9,A little,A little,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,A little,No,No,0,A little,Definitely will,Trying to decide,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,24,massagerresidencyenlarging,Daily,BURST,RANDOM,23,0,2021-04-10,2021-04-10 23:19:00 PDT,GMT-07:00,1618121940314,Completed,2021-04-10,2021-04-10 23:20:43 PDT,1618122043469,1,set_4,23,9,Not at all,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,Not at all,A little,A little,A little,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,23,massagerresidencyenlarging,Daily,BURST,RANDOM,22,23,2021-04-11,2021-04-11 22:49:00 PDT,GMT-07:00,1618206540603,Completed,2021-04-11,2021-04-11 22:52:42 PDT,1618206762023,1,set_1,48,9,A little,Not at all,Moderately,Not at all,A little,A little,A little,A little,A little,Not at all,Not at all,Quite a bit,Quite a bit,A little,No,No,0,,,,,,,,,,,Sort of,Maybe,Sort of,Maybe,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Very little,A little,Definitely will,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,36,massagerresidencyenlarging,Daily,TIME,RANDOM,20,21,2021-04-14,2021-04-14 20:42:00 PDT,GMT-07:00,1618458120305,Completed,2021-04-14,2021-04-14 20:43:16 PDT,1618458196144,1,set_1,24,9,Moderately,Not at all,Quite a bit,Not at all,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Maybe
massagerresidencyenlarging@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,20,21,2021-04-15,2021-04-15 20:41:00 PDT,GMT-07:00,1618544460409,Completed,2021-04-15,2021-04-15 20:42:38 PDT,1618544558036,1,set_1,24,9,Quite a bit,A little,Moderately,Not at all,Not at all,Moderately,A little,Quite a bit,Not at all,Moderately,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of,Yes
massagerresidencyenlarging@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,20,21,2021-04-16,2021-04-16 20:44:00 PDT,GMT-07:00,1618631040710,Completed,2021-04-16,2021-04-16 20:50:04 PDT,1618631404124,2,set_1,25,9,A little,A little,Quite a bit,Not at all,A little,A little,A little,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Definitely will,Sort of,Yes
massagerresidencyenlarging@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-17,2021-04-17 21:48:00 PDT,GMT-07:00,1618721280303,Completed,2021-04-17,2021-04-17 21:49:36 PDT,1618721376594,1,set_4,24,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,A little,A little,Moderately,A little,Moderately,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,20,21,2021-04-18,2021-04-18 20:31:01 PDT,GMT-07:00,1618803061981,Completed,2021-04-18,2021-04-18 22:14:43 PDT,1618809283204,2,set_3,48,9,A little,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little,Very much so,A little,A little,No,No,0,,,,,,,Somewhat,Quite a bit,Might,Sort of,Not really,Maybe,Yes,Maybe,Sort of,Yes,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,More,More,Very little,Moderate,,,,
massagerresidencyenlarging@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-19,2021-04-19 21:29:00 PDT,GMT-07:00,1618892940449,Completed,2021-04-19,2021-04-19 22:27:51 PDT,1618896471348,2,set_1,24,9,A little,A little,A little,A little,A little,A little,A little,Moderately,A little,Not at all,Not at all,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Maybe
massagerresidencyenlarging@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-20,2021-04-20 21:25:00 PDT,GMT-07:00,1618979100462,Completed,2021-04-20,2021-04-20 21:25:56 PDT,1618979156074,1,set_3,23,9,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,A little,A little,No,No,0,,,,,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,21,22,2021-04-21,2021-04-21 21:22:00 PDT,GMT-07:00,1619065320515,Completed,2021-04-21,2021-04-21 21:28:49 PDT,1619065729369,2,set_1,25,9,Moderately,A little,Quite a bit,Not at all,Moderately,A little,A little,Moderately,A little,A little,A little,A little,A little,Moderately,No,No,0,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,Yes
massagerresidencyenlarging@timestudy_com/2021-04-22/phone_promptresponse_clean_2021-04-22.csv,21,massagerresidencyenlarging,Daily,TIME,RANDOM,20,21,2021-04-22,2021-04-22 20:31:00 PDT,GMT-07:00,1619148660302,Completed,2021-04-22,2021-04-22 20:32:22 PDT,1619148742999,1,set_2,23,9,Quite a bit,Not at all,Moderately,Not at all,Not at all,Moderately,Quite a bit,Moderately,Moderately,A little,A little,A little,A little,A little,No,No,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,1,massagerresidencyenlarging,Daily,BURST,RANDOM,0,1,2021-04-24,2021-04-24 00:33:00 PDT,GMT-07:00,1619249580434,Completed,2021-04-24,2021-04-24 00:42:32 PDT,1619250152674,2,set_4,24,9,Extremely,A little,Moderately,Not at all,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,A little,A little,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,3,massagerresidencyenlarging,Daily,BURST,RANDOM,2,3,2021-04-26,2021-04-26 02:42:00 PDT,GMT-07:00,1619430120430,Completed,2021-04-26,2021-04-26 02:44:21 PDT,1619430261118,1,set_1,48,9,Extremely,Not at all,Quite a bit,A little,A little,A little,A little,A little,A little,Not at all,Not at all,A little,A little,A little,No,No,0,,,,,,,,,,,Yes,Yes,Sort of,Maybe,Sort of,Sort of,Moderately,A little,I am not experiencing viral symptoms,0 days,0 days,More,More,Neither more nor less,Moderate,Moderate,A little,Probably will,Yes,Yes
massagerresidencyenlarging@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,22,massagerresidencyenlarging,Daily,BURST,RANDOM,21,22,2021-04-26,2021-04-26 21:36:00 PDT,GMT-07:00,1619498160367,Completed,2021-04-26,2021-04-26 21:36:59 PDT,1619498219325,1,set_2,23,9,Moderately,A little,A little,A little,A little,Moderately,A little,Moderately,A little,A little,A little,A little,Not at all,A little,No,No,0,A little,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,23,0,2021-04-27,2021-04-27 23:43:00 PDT,GMT-07:00,1619592180463,Completed,2021-04-27,2021-04-27 23:44:01 PDT,1619592241711,1,set_3,23,9,A little,Moderately,Moderately,Not at all,A little,A little,A little,A little,Moderately,A little,Moderately,Not at all,Moderately,Moderately,No,No,0,,,,,,,,Quite a bit,Definitely will,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-04-28,2021-04-28 22:36:01 PDT,GMT-07:00,1619674561410,Completed,2021-04-28,2021-04-28 22:37:35 PDT,1619674655337,1,set_1,24,9,Not at all,A little,Moderately,Not at all,A little,Not at all,A little,Not at all,Not at all,Moderately,A little,A little,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Sort of,Yes
massagerresidencyenlarging@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-04-29,2021-04-29 22:19:00 PDT,GMT-07:00,1619759940593,Completed,2021-04-29,2021-04-29 23:22:12 PDT,1619763732243,2,set_4,23,9,Quite a bit,A little,Moderately,A little,Moderately,A little,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Quite a bit,A little,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-04-30,2021-04-30 22:22:00 PDT,GMT-07:00,1619846520360,Completed,2021-04-30,2021-04-30 22:55:15 PDT,1619848515813,2,set_2,24,9,Extremely,Not at all,Moderately,Not at all,A little,Extremely,Extremely,Moderately,Very much so,Not at all,Not at all,Moderately,Quite a bit,A little,No,No,0,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-05-01,2021-05-01 22:16:00 PDT,GMT-07:00,1619932560265,Completed,2021-05-01,2021-05-01 22:18:37 PDT,1619932717940,1,set_3,24,9,Moderately,A little,Moderately,A little,Not at all,Moderately,Moderately,A little,Quite a bit,A little,A little,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,Not at all,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,
massagerresidencyenlarging@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,22,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-05-02,2021-05-02 22:46:00 PDT,GMT-07:00,1620020760436,Completed,2021-05-02,2021-05-02 22:54:35 PDT,1620021275489,2,set_1,48,9,A little,A little,Moderately,Not at all,A little,A little,A little,Not at all,A little,Not at all,Not at all,Moderately,Quite a bit,A little,No,No,0,,,,,,,,,,,Yes,Yes,Sort of,Yes,Sort of,Sort of,A little,A little,I am not experiencing viral symptoms,0 days,0 days,Less,More,More,Very little,Moderate,Not at all,Probably will not,Not really,but I had a goal
massagerresidencyenlarging@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,23,massagerresidencyenlarging,Daily,TIME,RANDOM,22,23,2021-05-03,2021-05-03 22:17:00 PDT,GMT-07:00,1620105420509,Completed,2021-05-03,2021-05-03 22:23:28 PDT,1620105808850,2,set_3,23,9,Quite a bit,Not at all,Moderately,Not at all,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,A little,Moderately,Moderately,No,No,0,,,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,
