.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x34_affmot_eat,x35_int_eat,x37_plan_eat
quizzicalpremiumfrayed@timestudy_com/2021-11-18/phone_promptresponse_clean_2021-11-18.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-18,2021-11-18 00:13:00 PST,GMT-08:00,1637223180155,Completed,2021-11-18,2021-11-18 00:18:38 PST,1637223518314,2,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-19/phone_promptresponse_clean_2021-11-19.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-19,2021-11-19 00:33:00 PST,GMT-08:00,1637310780138,Completed,2021-11-19,2021-11-19 00:48:52 PST,1637311732084,2,set_1,25,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,A little,Probably will,Sort of,but I had a goal,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-20/phone_promptresponse_clean_2021-11-20.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-20,2021-11-20 00:40:00 PST,GMT-08:00,1637397600147,Completed,2021-11-20,2021-11-20 00:41:47 PST,1637397707058,1,set_1,25,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,A little,A little,A little,Moderately,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-21/phone_promptresponse_clean_2021-11-21.csv,35,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-21,2021-11-21 23:41:00 PST,GMT-08:00,1637566860127,Completed,2021-11-21,2021-11-21 23:44:07 PST,1637567047003,1,set_4,48,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,Somewhat,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-11-22/phone_promptresponse_clean_2021-11-22.csv,23,quizzicalpremiumfrayed,Daily,TIME,RANDOM,22,23,2021-11-22,2021-11-22 22:48:00 PST,GMT-08:00,1637650080149,Completed,2021-11-22,2021-11-22 22:48:59 PST,1637650139988,1,set_2,23,9,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Very much so,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-23/phone_promptresponse_clean_2021-11-23.csv,25,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-11-23,2021-11-23 23:11:00 PST,GMT-08:00,1637737860190,Completed,2021-11-23,2021-11-23 23:20:36 PST,1637738436209,2,set_3,24,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Not at all,Moderately,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-25/phone_promptresponse_clean_2021-11-25.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-24,2021-11-24 23:42:00 PST,GMT-08:00,1637826120150,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-26/phone_promptresponse_clean_2021-11-26.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-11-26,2021-11-26 00:16:00 PST,GMT-08:00,1637914560116,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-27/phone_promptresponse_clean_2021-11-27.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-11-26,2021-11-26 23:49:00 PST,GMT-08:00,1637999340153,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-29/phone_promptresponse_clean_2021-11-29.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-11-29,2021-11-29 00:18:00 PST,GMT-08:00,1638173880115,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-29/phone_promptresponse_clean_2021-11-29.csv,17,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-29,2021-11-29 23:17:00 PST,GMT-08:00,1638256620124,Completed,2021-11-29,2021-11-29 23:22:33 PST,1638256953871,2,set_1,24,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-11-30/phone_promptresponse_clean_2021-11-30.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-11-30,2021-11-30 23:24:00 PST,GMT-08:00,1638343440141,Completed,2021-11-30,2021-11-30 23:33:42 PST,1638344022407,2,set_2,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-01/phone_promptresponse_clean_2021-12-01.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-01,2021-12-01 23:12:00 PST,GMT-08:00,1638429120156,Completed,2021-12-01,2021-12-01 23:12:50 PST,1638429170416,1,set_4,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really
quizzicalpremiumfrayed@timestudy_com/2021-12-02/phone_promptresponse_clean_2021-12-02.csv,24,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-02,2021-12-02 23:11:00 PST,GMT-08:00,1638515460145,Completed,2021-12-02,2021-12-02 23:26:51 PST,1638516411988,2,set_3,23,9,A little,Moderately,A little,A little,Moderately,A little,A little,A little,Not at all,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-03/phone_promptresponse_clean_2021-12-03.csv,25,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-03,2021-12-03 23:40:00 PST,GMT-08:00,1638603600444,Completed,2021-12-03,2021-12-03 23:47:15 PST,1638604035292,2,set_3,24,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-05/phone_promptresponse_clean_2021-12-05.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-12-05,2021-12-05 00:10:00 PST,GMT-08:00,1638691800100,Completed,2021-12-05,2021-12-05 00:13:40 PST,1638692020674,1,set_2,47,9,Moderately,A little,A little,A little,Moderately,A little,A little,A little,Not at all,Moderately,A little,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Might,Trying to decide,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-06/phone_promptresponse_clean_2021-12-06.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-05,2021-12-05 23:32:00 PST,GMT-08:00,1638775920134,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-06/phone_promptresponse_clean_2021-12-06.csv,25,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-06,2021-12-06 23:41:00 PST,GMT-08:00,1638862860160,Completed,2021-12-06,2021-12-06 23:50:02 PST,1638863402774,1,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-08/phone_promptresponse_clean_2021-12-08.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,1,2,2021-12-08,2021-12-08 01:16:51 PST,GMT-08:00,1638955011669,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-09/phone_promptresponse_clean_2021-12-09.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-09,2021-12-09 00:40:00 PST,GMT-08:00,1639039200172,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-10/phone_promptresponse_clean_2021-12-10.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-10,2021-12-10 00:22:00 PST,GMT-08:00,1639124520150,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-11/phone_promptresponse_clean_2021-12-11.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-11,2021-12-11 00:32:00 PST,GMT-08:00,1639211520120,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-12/phone_promptresponse_clean_2021-12-12.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-12,2021-12-12 00:19:00 PST,GMT-08:00,1639297140125,Completed,2021-12-12,2021-12-12 00:26:59 PST,1639297619741,2,set_4,47,9,A little,Moderately,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-12-12/phone_promptresponse_clean_2021-12-12.csv,23,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-12,2021-12-12 23:49:00 PST,GMT-08:00,1639381740145,Completed,2021-12-12,2021-12-12 23:58:22 PST,1639382302005,2,set_4,47,9,A little,Moderately,Moderately,A little,A little,Moderately,Moderately,Not at all,Moderately,Moderately,Moderately,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,Not really,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,Quite a bit,Might,Not really
quizzicalpremiumfrayed@timestudy_com/2021-12-13/phone_promptresponse_clean_2021-12-13.csv,23,quizzicalpremiumfrayed,Daily,TIME,RANDOM,22,23,2021-12-13,2021-12-13 22:49:00 PST,GMT-08:00,1639464540135,Completed,2021-12-13,2021-12-13 22:51:29 PST,1639464689414,1,set_2,23,9,A little,Moderately,Quite a bit,A little,A little,Moderately,Quite a bit,Not at all,Quite a bit,Moderately,Moderately,A little,A little,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will not,Yes,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-15/phone_promptresponse_clean_2021-12-15.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-15,2021-12-15 00:31:00 PST,GMT-08:00,1639557060118,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-16/phone_promptresponse_clean_2021-12-16.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-15,2021-12-15 23:33:00 PST,GMT-08:00,1639639980129,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-17/phone_promptresponse_clean_2021-12-17.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-16,2021-12-16 23:22:00 PST,GMT-08:00,1639725720147,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-18/phone_promptresponse_clean_2021-12-18.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2021-12-18,2021-12-18 00:14:00 PST,GMT-08:00,1639815240168,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-19/phone_promptresponse_clean_2021-12-19.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-18,2021-12-18 23:44:00 PST,GMT-08:00,1639899840158,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-19/phone_promptresponse_clean_2021-12-19.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-19,2021-12-19 23:25:00 PST,GMT-08:00,1639985100071,Completed,2021-12-19,2021-12-19 23:27:45 PST,1639985265348,1,set_3,49,9,A little,Moderately,Quite a bit,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,Quite a bit,Might,Sort of,,,,A little bit,No,No and I didn't have a goal,Not really,but had a goal,Not really,Not really,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-20/phone_promptresponse_clean_2021-12-20.csv,19,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-20,2021-12-20 23:41:00 PST,GMT-08:00,1640072460146,Completed,2021-12-20,2021-12-20 23:42:18 PST,1640072538998,1,set_1,25,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,A little,No,Did not have to work today,0,Quite a bit,Might,Sort of,Maybe,,,,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-22/phone_promptresponse_clean_2021-12-22.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,0,1,2021-12-22,2021-12-22 00:19:00 PST,GMT-08:00,1640161140189,Completed,2021-12-22,2021-12-22 00:23:57 PST,1640161437827,1,set_1,24,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,A little,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,No,No,0,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-22/phone_promptresponse_clean_2021-12-22.csv,18,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-22,2021-12-22 23:49:00 PST,GMT-08:00,1640245740159,Completed,2021-12-22,2021-12-22 23:57:22 PST,1640246242001,2,set_2,25,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,Quite a bit,Probably will,Yes,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-24/phone_promptresponse_clean_2021-12-24.csv,1,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-23,2021-12-23 23:37:00 PST,GMT-08:00,1640331420127,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-25/phone_promptresponse_clean_2021-12-25.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-24,2021-12-24 23:53:00 PST,GMT-08:00,1640418780422,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-26/phone_promptresponse_clean_2021-12-26.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-25,2021-12-25 23:30:00 PST,GMT-08:00,1640503800149,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-27/phone_promptresponse_clean_2021-12-27.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-26,2021-12-26 23:46:00 PST,GMT-08:00,1640591160160,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-27/phone_promptresponse_clean_2021-12-27.csv,17,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-27,2021-12-27 23:31:00 PST,GMT-08:00,1640676660084,Completed,2021-12-27,2021-12-27 23:33:37 PST,1640676817419,1,set_3,24,9,A little,Moderately,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,Not at all,A little,No,No,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-29/phone_promptresponse_clean_2021-12-29.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,22,23,2021-12-28,2021-12-28 22:23:00 PST,GMT-08:00,1640758980120,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-29/phone_promptresponse_clean_2021-12-29.csv,29,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2021-12-29,2021-12-29 23:30:07 PST,GMT-08:00,1640849407227,Completed,2021-12-29,2021-12-29 23:37:37 PST,1640849857847,2,set_3,23,9,A little,A little,Moderately,A little,Moderately,A little,A little,Not at all,A little,Moderately,Moderately,A little,Not at all,Moderately,Yes,Did not have to work today,0,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-31/phone_promptresponse_clean_2021-12-31.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-30,2021-12-30 23:47:00 PST,GMT-08:00,1640936820118,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2021-12-31/phone_promptresponse_clean_2021-12-31.csv,26,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2021-12-31,2021-12-31 23:33:00 PST,GMT-08:00,1641022380141,Completed,2021-12-31,2021-12-31 23:34:50 PST,1641022490970,1,set_2,23,9,A little,A little,Moderately,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,Yes,Yes,0,,,,,,,,Quite a bit,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-01/phone_promptresponse_clean_2022-01-01.csv,23,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2022-01-01,2022-01-01 23:30:00 PST,GMT-08:00,1641108600150,Completed,2022-01-01,2022-01-01 23:33:08 PST,1641108788187,1,set_3,25,9,A little,A little,Moderately,A little,Moderately,A little,A little,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,Yes,Yes,0,,,,,Quite a bit,Might,Sort of,,,,A little bit,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-03/phone_promptresponse_clean_2022-01-03.csv,2,quizzicalpremiumfrayed,Daily,BURST,RANDOM,23,0,2022-01-02,2022-01-02 23:30:00 PST,GMT-08:00,1641195000162,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-04/phone_promptresponse_clean_2022-01-04.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-03,2022-01-03 23:33:00 PST,GMT-08:00,1641281580138,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-05/phone_promptresponse_clean_2022-01-05.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-04,2022-01-04 23:19:00 PST,GMT-08:00,1641367140151,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-06/phone_promptresponse_clean_2022-01-06.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-05,2022-01-05 23:30:00 PST,GMT-08:00,1641454200181,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-06/phone_promptresponse_clean_2022-01-06.csv,21,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-06,2022-01-06 23:24:00 PST,GMT-08:00,1641540240145,Completed,2022-01-06,2022-01-06 23:27:31 PST,1641540451800,1,set_4,23,9,A little,A little,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,Yes,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
quizzicalpremiumfrayed@timestudy_com/2022-01-07/phone_promptresponse_clean_2022-01-07.csv,15,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-07,2022-01-07 23:47:00 PST,GMT-08:00,1641628020208,Completed,2022-01-07,2022-01-07 23:48:04 PST,1641628084773,1,set_4,23,9,A little,A little,Moderately,A little,Moderately,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Sort of
quizzicalpremiumfrayed@timestudy_com/2022-01-08/phone_promptresponse_clean_2022-01-08.csv,16,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-08,2022-01-08 23:47:00 PST,GMT-08:00,1641714420116,Completed,2022-01-08,2022-01-08 23:48:38 PST,1641714518545,1,set_4,24,9,A little,A little,Moderately,A little,Moderately,Not at all,Not at all,Not at all,A little,Moderately,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
quizzicalpremiumfrayed@timestudy_com/2022-01-09/phone_promptresponse_clean_2022-01-09.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-09,2022-01-09 23:12:02 PST,GMT-08:00,1641798722324,Completed,2022-01-09,2022-01-09 23:16:15 PST,1641798975893,1,set_2,47,9,A little,Moderately,A little,A little,Moderately,Not at all,A little,Not at all,A little,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,,,,,,,,Very much so,Probably will,Trying to decide,,Sort of,Maybe,Sort of,Yes,Sort of,Sort of,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,More,Quite a bit,Moderate,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-10/phone_promptresponse_clean_2022-01-10.csv,23,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-10,2022-01-10 23:37:00 PST,GMT-08:00,1641886620137,Completed,2022-01-10,2022-01-10 23:38:41 PST,1641886721617,1,set_1,24,9,A little,Moderately,Moderately,A little,Moderately,A little,Not at all,A little,Not at all,Moderately,Moderately,A little,Not at all,Moderately,No,Did not have to work today,0,Quite a bit,Might,Sort of,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-11/phone_promptresponse_clean_2022-01-11.csv,24,quizzicalpremiumfrayed,Daily,TIME,RANDOM,23,0,2022-01-11,2022-01-11 23:19:00 PST,GMT-08:00,1641971940181,Completed,2022-01-11,2022-01-11 23:21:04 PST,1641972064054,1,set_1,24,9,A little,Moderately,A little,A little,Moderately,A little,A little,A little,A little,Moderately,Moderately,A little,Not at all,Moderately,No,No,0,Quite a bit,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
quizzicalpremiumfrayed@timestudy_com/2022-01-13/phone_promptresponse_clean_2022-01-13.csv,1,quizzicalpremiumfrayed,Daily,TIME,RANDOM,0,1,2022-01-13,2022-01-13 00:19:00 PST,GMT-08:00,1642061940136,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
