.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa
lardcapablemud@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-03-26,2021-03-26 02:45:00 PDT,GMT-07:00,1616751900110,Completed,2021-03-26,2021-03-26 02:47:17 PDT,1616752037775,1,set_3,23,9,Moderately,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,A little,Moderately,Very much so,No,Did not have to work today,0,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-03-27,2021-03-27 02:36:00 PDT,GMT-07:00,1616837760205,Completed,2021-03-27,2021-03-27 02:37:11 PDT,1616837831125,1,set_1,24,9,Moderately,Moderately,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Quite a bit,A little,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,Yes
lardcapablemud@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-03-28,2021-03-28 02:16:00 PDT,GMT-07:00,1616922960286,Completed,2021-03-28,2021-03-28 02:23:43 PDT,1616923423166,2,set_3,47,9,Quite a bit,Not at all,Moderately,A little,Quite a bit,A little,Not at all,Moderately,Not at all,A little,Moderately,Quite a bit,Moderately,Very much so,No,Did not have to work today,0,,,,Not at all,Definitely will not,No,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,A little,I am not experiencing viral symptoms,0 days,1 day,A lot less,More,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-03-29,2021-03-29 01:11:00 PDT,GMT-07:00,1617005460258,Completed,2021-03-29,2021-03-29 01:14:25 PDT,1617005665836,1,set_3,48,9,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Very much so,No,Did not have to work today,0,,,,Not at all,Definitely will not,No,A little bit,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,2 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-03-30,2021-03-30 01:25:00 PDT,GMT-07:00,1617092700275,Completed,2021-03-30,2021-03-30 01:45:04 PDT,1617093904769,2,set_2,24,9,Moderately,Moderately,Quite a bit,A little,Quite a bit,A little,Not at all,Not at all,A little,Moderately,A little,Moderately,Moderately,Quite a bit,No,No,0,Quite a bit,Definitely will not,Yes,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-03-31,2021-03-31 02:43:00 PDT,GMT-07:00,1617183780289,Completed,2021-03-31,2021-03-31 02:48:14 PDT,1617184094751,2,set_3,23,9,A little,Moderately,Quite a bit,A little,Extremely,Not at all,Not at all,Moderately,A little,Moderately,Quite a bit,Moderately,Quite a bit,A little,No,No,0,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-01,2021-04-01 02:41:00 PDT,GMT-07:00,1617270060287,Completed,2021-04-01,2021-04-01 03:02:33 PDT,1617271353751,2,set_1,24,9,A little,A little,Quite a bit,Not at all,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,Moderately,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-02/phone_promptresponse_clean_2021-04-02.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-04-02,2021-04-02 01:36:00 PDT,GMT-07:00,1617352560258,Completed,2021-04-02,2021-04-02 01:41:45 PDT,1617352905339,2,set_1,24,9,A little,Moderately,Moderately,A little,Quite a bit,Not at all,Moderately,A little,A little,Quite a bit,Moderately,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-03/phone_promptresponse_clean_2021-04-03.csv,3,lardcapablemud,Daily,BURST,RANDOM,2,3,2021-04-03,2021-04-03 02:21:00 PDT,GMT-07:00,1617441660298,Completed,2021-04-03,2021-04-03 02:22:20 PDT,1617441740075,1,set_1,25,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,Moderately,A little,Quite a bit,A little,Quite a bit,Quite a bit,Very much so,No,No,0,,,,,,,Somewhat,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-04/phone_promptresponse_clean_2021-04-04.csv,3,lardcapablemud,Daily,BURST,RANDOM,2,3,2021-04-04,2021-04-04 02:27:00 PDT,GMT-07:00,1617528420250,Completed,2021-04-04,2021-04-04 03:36:44 PDT,1617532604242,2,set_1,48,9,Moderately,A little,A little,Moderately,Quite a bit,A little,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,1 day,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,Definitely will,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-05/phone_promptresponse_clean_2021-04-05.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-04-05,2021-04-05 01:12:00 PDT,GMT-07:00,1617610320250,Completed,2021-04-05,2021-04-05 01:31:33 PDT,1617611493472,2,set_4,47,9,Moderately,Moderately,A little,Quite a bit,Quite a bit,A little,A little,Moderately,A little,Quite a bit,Moderately,Quite a bit,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Might,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,2 days,Less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-04-06/phone_promptresponse_clean_2021-04-06.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-06,2021-04-06 01:20:00 PDT,GMT-07:00,1617697200269,Completed,2021-04-06,2021-04-06 01:29:22 PDT,1617697762584,2,set_2,23,9,Moderately,Quite a bit,Moderately,A little,Quite a bit,A little,A little,A little,A little,Quite a bit,A little,Quite a bit,A little,Very much so,No,No,0,Very much so,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-07/phone_promptresponse_clean_2021-04-07.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-07,2021-04-07 01:38:00 PDT,GMT-07:00,1617784680910,Completed,2021-04-07,2021-04-07 02:43:28 PDT,1617788608834,2,set_4,23,9,Moderately,Not at all,Moderately,A little,Extremely,A little,A little,Moderately,A little,Quite a bit,Moderately,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-08/phone_promptresponse_clean_2021-04-08.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-08,2021-04-08 01:25:00 PDT,GMT-07:00,1617870300313,Completed,2021-04-08,2021-04-08 01:28:24 PDT,1617870504867,1,set_2,23,9,A little,Quite a bit,Quite a bit,Not at all,Moderately,A little,Quite a bit,Moderately,Not at all,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Very much so,No,No,0,A little,Might,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-09/phone_promptresponse_clean_2021-04-09.csv,3,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-09,2021-04-09 01:42:00 PDT,GMT-07:00,1617957720313,Completed,2021-04-09,2021-04-09 02:59:34 PDT,1617962374932,2,set_1,24,9,Quite a bit,Quite a bit,Quite a bit,A little,Quite a bit,A little,Quite a bit,Moderately,Quite a bit,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-10/phone_promptresponse_clean_2021-04-10.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-10,2021-04-10 02:12:01 PDT,GMT-07:00,1618045921205,Completed,2021-04-10,2021-04-10 02:17:22 PDT,1618046242016,2,set_3,24,9,Moderately,A little,Quite a bit,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,Quite a bit,Moderately,Very much so,No,No,0,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-11/phone_promptresponse_clean_2021-04-11.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-11,2021-04-11 02:10:00 PDT,GMT-07:00,1618132200272,Completed,2021-04-11,2021-04-11 02:11:39 PDT,1618132299058,1,set_2,47,9,A little,Quite a bit,Quite a bit,A little,Quite a bit,Not at all,Not at all,A little,A little,A little,Moderately,Quite a bit,A little,Not at all,No,Did not have to work today,0,Quite a bit,Might,Trying to decide,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,1 day,Less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-04-12/phone_promptresponse_clean_2021-04-12.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-12,2021-04-12 01:45:00 PDT,GMT-07:00,1618217100306,Completed,2021-04-12,2021-04-12 01:55:44 PDT,1618217744707,2,set_4,47,9,Quite a bit,Not at all,Quite a bit,A little,Quite a bit,A little,Quite a bit,Moderately,Not at all,Moderately,A little,Quite a bit,Quite a bit,Very much so,No,Did not have to work today,0,,,,,,,,A little,Might,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,1 day,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-04-13/phone_promptresponse_clean_2021-04-13.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-04-13,2021-04-13 00:21:00 PDT,GMT-07:00,1618298460284,Completed,2021-04-13,2021-04-13 00:59:49 PDT,1618300789895,2,set_2,24,9,Quite a bit,A little,Moderately,A little,Quite a bit,A little,Moderately,Quite a bit,A little,Quite a bit,Moderately,A little,A little,Quite a bit,No,No,0,Quite a bit,Might,Not thought about it,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-14/phone_promptresponse_clean_2021-04-14.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-14,2021-04-14 01:24:00 PDT,GMT-07:00,1618388640267,Completed,2021-04-14,2021-04-14 01:53:27 PDT,1618390407962,2,set_2,24,9,Moderately,A little,Moderately,Not at all,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,Not at all,Quite a bit,Moderately,Quite a bit,No,No,0,Not at all,Probably will not,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-15/phone_promptresponse_clean_2021-04-15.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-15,2021-04-15 01:13:00 PDT,GMT-07:00,1618474380296,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-16/phone_promptresponse_clean_2021-04-16.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-16,2021-04-16 02:35:00 PDT,GMT-07:00,1618565700840,Completed,2021-04-16,2021-04-16 02:35:45 PDT,1618565745473,1,set_3,23,9,A little,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,A little,Might,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-17/phone_promptresponse_clean_2021-04-17.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-17,2021-04-17 01:39:00 PDT,GMT-07:00,1618648740319,Completed,2021-04-17,2021-04-17 01:39:53 PDT,1618648793163,1,set_3,23,9,A little,Moderately,Moderately,A little,Quite a bit,A little,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,No,No,0,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-18/phone_promptresponse_clean_2021-04-18.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-04-18,2021-04-18 01:34:00 PDT,GMT-07:00,1618734840357,Completed,2021-04-18,2021-04-18 01:36:32 PDT,1618734992817,1,set_1,49,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,A little,A little,Moderately,Moderately,No,Did not have to work today,0,,,,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,1 day,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,A little,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-19/phone_promptresponse_clean_2021-04-19.csv,3,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-04-19,2021-04-19 01:42:00 PDT,GMT-07:00,1618821720296,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-20/phone_promptresponse_clean_2021-04-20.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-04-20,2021-04-20 01:10:00 PDT,GMT-07:00,1618906200229,Completed,2021-04-20,2021-04-20 01:35:15 PDT,1618907715418,2,set_4,23,9,A little,Moderately,Moderately,Moderately,Extremely,Not at all,Not at all,Moderately,Not at all,Quite a bit,Moderately,Moderately,A little,Very much so,No,No,0,,,,,,,,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,1,lardcapablemud,Daily,BURST,RANDOM,0,1,2021-04-21,2021-04-21 00:21:00 PDT,GMT-07:00,1618989660290,Completed,2021-04-21,2021-04-21 00:22:49 PDT,1618989769698,1,set_2,23,9,A little,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,A little,Quite a bit,Moderately,Quite a bit,A little,Very much so,No,Yes,0,A little,Probably will not,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-21/phone_promptresponse_clean_2021-04-21.csv,24,lardcapablemud,Daily,TIME,RANDOM,23,0,2021-04-21,2021-04-21 23:13:00 PDT,GMT-07:00,1619071980274,Completed,2021-04-21,2021-04-21 23:45:46 PDT,1619073946160,2,set_1,25,9,A little,Moderately,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Quite a bit,Moderately,A little,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-23/phone_promptresponse_clean_2021-04-23.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-23,2021-04-23 01:31:00 PDT,GMT-07:00,1619166660241,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-24/phone_promptresponse_clean_2021-04-24.csv,9,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-24,2021-04-24 01:47:00 PDT,GMT-07:00,1619254020232,Completed,2021-04-24,2021-04-24 02:12:14 PDT,1619255534375,2,set_2,24,9,Moderately,A little,Moderately,A little,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,A little,Moderately,No,No,0,A little,Might,Not thought about it,,,,Very much,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-25/phone_promptresponse_clean_2021-04-25.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-04-25,2021-04-25 01:32:00 PDT,GMT-07:00,1619339520334,Completed,2021-04-25,2021-04-25 01:36:04 PDT,1619339764587,1,set_1,49,9,A little,Moderately,Moderately,Moderately,Quite a bit,Not at all,A little,Not at all,A little,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,A little bit,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-26/phone_promptresponse_clean_2021-04-26.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-26,2021-04-26 02:20:00 PDT,GMT-07:00,1619428800322,Completed,2021-04-26,2021-04-26 02:32:42 PDT,1619429562862,2,set_4,47,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Very much so,Quite a bit,Moderately,A little,Very much so,No,Did not have to work today,0,,,,,,,,A little,Probably will,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-04-27/phone_promptresponse_clean_2021-04-27.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-04-27,2021-04-27 00:14:01 PDT,GMT-07:00,1619507641851,Completed,2021-04-27,2021-04-27 01:16:48 PDT,1619511408492,2,set_1,25,9,A little,Moderately,A little,A little,Quite a bit,A little,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-04-28/phone_promptresponse_clean_2021-04-28.csv,1,lardcapablemud,Daily,TIME,RANDOM,0,1,2021-04-28,2021-04-28 00:44:00 PDT,GMT-07:00,1619595840253,Completed,2021-04-28,2021-04-28 00:46:43 PDT,1619596003779,1,set_3,23,9,Moderately,A little,Moderately,A little,Quite a bit,A little,Not at all,A little,Not at all,Moderately,A little,Very much so,Moderately,Quite a bit,No,No,0,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-29/phone_promptresponse_clean_2021-04-29.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-29,2021-04-29 02:48:00 PDT,GMT-07:00,1619689680273,Completed,2021-04-29,2021-04-29 03:00:45 PDT,1619690445496,2,set_4,24,9,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,Quite a bit,Moderately,Moderately,A little,Quite a bit,No,No,0,,,,,,,Not at all,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-04-30/phone_promptresponse_clean_2021-04-30.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-04-30,2021-04-30 02:26:00 PDT,GMT-07:00,1619774760740,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-05-01/phone_promptresponse_clean_2021-05-01.csv,3,lardcapablemud,Daily,TIME,RANDOM,2,3,2021-05-01,2021-05-01 02:19:01 PDT,GMT-07:00,1619860741924,Completed,2021-05-01,2021-05-01 02:22:47 PDT,1619860967765,1,set_4,24,9,A little,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-05-02/phone_promptresponse_clean_2021-05-02.csv,3,lardcapablemud,Daily,BURST,RANDOM,2,3,2021-05-02,2021-05-02 02:39:00 PDT,GMT-07:00,1619948340264,Completed,2021-05-02,2021-05-02 02:41:26 PDT,1619948486118,1,set_2,47,9,A little,Moderately,Moderately,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Quite a bit,Very much so,No,Did not have to work today,0,Quite a bit,Might,Trying to decide,,,,,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-05-03/phone_promptresponse_clean_2021-05-03.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-05-03,2021-05-03 01:47:00 PDT,GMT-07:00,1620031620280,Completed,2021-05-03,2021-05-03 01:55:04 PDT,1620032104828,2,set_2,48,9,A little,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,No,Did not have to work today,0,Quite a bit,Might,Not thought about it,,,,A little bit,,,,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,More,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-05-04/phone_promptresponse_clean_2021-05-04.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-05-04,2021-05-04 01:30:00 PDT,GMT-07:00,1620117000262,Completed,2021-05-04,2021-05-04 01:32:18 PDT,1620117138694,1,set_1,24,9,A little,Quite a bit,Moderately,A little,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-05-05/phone_promptresponse_clean_2021-05-05.csv,2,lardcapablemud,Daily,BURST,RANDOM,1,2,2021-05-05,2021-05-05 01:41:00 PDT,GMT-07:00,1620204060307,Completed,2021-05-05,2021-05-05 01:59:16 PDT,1620205156713,2,set_4,24,9,A little,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,No,Yes,0,,,,,,,A little bit,Not at all,Might,No,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-05-06/phone_promptresponse_clean_2021-05-06.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-06,2021-05-06 01:19:00 PDT,GMT-07:00,1620289140779,Completed,2021-05-06,2021-05-06 01:52:37 PDT,1620291157933,2,set_1,26,9,Moderately,Moderately,Quite a bit,A little,Quite a bit,A little,A little,A little,A little,Moderately,Moderately,Quite a bit,A little,Quite a bit,No,No,0,,,,,,,Not at all,,,,,,,,,,,,,,,,,,,,Not at all,Probably will not,No,but I had a goal
lardcapablemud@timestudy_com/2021-05-07/phone_promptresponse_clean_2021-05-07.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-07,2021-05-07 01:47:00 PDT,GMT-07:00,1620377220265,Completed,2021-05-07,2021-05-07 02:44:02 PDT,1620380642497,2,set_1,24,9,A little,Moderately,Quite a bit,A little,Quite a bit,A little,Not at all,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Might,No,but I had a goal
lardcapablemud@timestudy_com/2021-05-08/phone_promptresponse_clean_2021-05-08.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-08,2021-05-08 01:46:00 PDT,GMT-07:00,1620463560214,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lardcapablemud@timestudy_com/2021-05-09/phone_promptresponse_clean_2021-05-09.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-09,2021-05-09 01:44:00 PDT,GMT-07:00,1620549840944,Completed,2021-05-09,2021-05-09 02:29:35 PDT,1620552575349,2,set_4,47,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,Quite a bit,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Not at all,Probably will not,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-05-10/phone_promptresponse_clean_2021-05-10.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-10,2021-05-10 01:16:02 PDT,GMT-07:00,1620634562004,Completed,2021-05-10,2021-05-10 02:18:52 PDT,1620638332606,2,set_4,47,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Moderately,Moderately,A little,Moderately,No,Did not have to work today,0,,,,,,,,Not at all,Probably will,No,No,No and I didn't have a goal,No,but had a goal,No,No,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,
lardcapablemud@timestudy_com/2021-05-11/phone_promptresponse_clean_2021-05-11.csv,2,lardcapablemud,Daily,TIME,RANDOM,1,2,2021-05-11,2021-05-11 01:12:00 PDT,GMT-07:00,1620720720250,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
