.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x25_affmot_sleep,x26_int_sleep,x27_del_sleep
synapseevaluatechevron@timestudy_com/2021-09-25/phone_promptresponse_clean_2021-09-25.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-09-25,2021-09-25 22:16:00 EDT,GMT-04:00,1632622560415,Completed,2021-09-25,2021-09-25 22:16:43 EDT,1632622603459,1,set_4,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,Yes,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-09-26/phone_promptresponse_clean_2021-09-26.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2021-09-26,2021-09-26 22:24:00 EDT,GMT-04:00,1632709440488,Completed,2021-09-26,2021-09-26 22:26:04 EDT,1632709564121,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,Yes,No,Sort of,Yes,Yes,Not really,Moderately,Moderately,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Moderate,,,,,,,
synapseevaluatechevron@timestudy_com/2021-09-27/phone_promptresponse_clean_2021-09-27.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-09-27,2021-09-27 21:39:00 EDT,GMT-04:00,1632793140432,Completed,2021-09-27,2021-09-27 21:53:24 EDT,1632794004485,2,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Extremely,Moderately,Not at all,Moderately,Moderately,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-09-28/phone_promptresponse_clean_2021-09-28.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-09-28,2021-09-28 21:13:04 EDT,GMT-04:00,1632877984509,Completed,2021-09-28,2021-09-28 21:29:31 EDT,1632878971988,2,set_4,25,9,Not at all,Extremely,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-10-01/phone_promptresponse_clean_2021-10-01.csv,5,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2021-10-01,2021-10-01 21:20:00 EDT,GMT-04:00,1633137600182,Completed,2021-10-01,2021-10-01 22:23:46 EDT,1633141426548,2,set_4,23,9,Not at all,Moderately,Quite a bit,Not at all,Extremely,Not at all,Quite a bit,Not at all,Not at all,Not at all,Moderately,Not at all,Quite a bit,Not at all,No,Yes,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-02/phone_promptresponse_clean_2021-10-02.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2021-10-02,2021-10-02 21:42:00 EDT,GMT-04:00,1633225320170,Completed,2021-10-02,2021-10-02 21:47:28 EDT,1633225648867,2,set_2,24,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-10-03/phone_promptresponse_clean_2021-10-03.csv,14,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2021-10-03,2021-10-03 21:36:00 EDT,GMT-04:00,1633311360193,Completed,2021-10-03,2021-10-03 21:49:22 EDT,1633312162942,2,set_2,47,9,Extremely,Moderately,Extremely,A little,Not at all,A little,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,Yes,Yes,0,,,,,,,,No,No,Yes,Maybe,Sort of,Not really,Not at all,Not at all,I am not experiencing viral symptoms,3 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,A little,Might,Trying to decide
synapseevaluatechevron@timestudy_com/2021-10-04/phone_promptresponse_clean_2021-10-04.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-10-04,2021-10-04 21:25:00 EDT,GMT-04:00,1633397100490,Completed,2021-10-04,2021-10-04 21:25:38 EDT,1633397138068,1,set_3,23,9,A little,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-05/phone_promptresponse_clean_2021-10-05.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-05,2021-10-05 20:46:00 EDT,GMT-04:00,1633481160177,Completed,2021-10-05,2021-10-05 20:46:52 EDT,1633481212898,1,set_3,23,9,Quite a bit,Not at all,Extremely,A little,Moderately,A little,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-06/phone_promptresponse_clean_2021-10-06.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-06,2021-10-06 20:48:00 EDT,GMT-04:00,1633567680245,Completed,2021-10-06,2021-10-06 20:56:27 EDT,1633568187165,2,set_1,24,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-07/phone_promptresponse_clean_2021-10-07.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-10-07,2021-10-07 21:47:00 EDT,GMT-04:00,1633657620222,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-08/phone_promptresponse_clean_2021-10-08.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-10-08,2021-10-08 21:33:00 EDT,GMT-04:00,1633743180150,Completed,2021-10-08,2021-10-08 21:33:48 EDT,1633743228495,1,set_4,23,9,Not at all,Quite a bit,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-09/phone_promptresponse_clean_2021-10-09.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2021-10-09,2021-10-09 21:14:00 EDT,GMT-04:00,1633828440183,Completed,2021-10-09,2021-10-09 21:39:57 EDT,1633829997132,2,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-11/phone_promptresponse_clean_2021-10-11.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-11,2021-10-11 20:39:00 EDT,GMT-04:00,1633999140348,Completed,2021-10-11,2021-10-11 20:42:44 EDT,1633999364263,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-12/phone_promptresponse_clean_2021-10-12.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-12,2021-10-12 20:29:00 EDT,GMT-04:00,1634084940181,Completed,2021-10-12,2021-10-12 20:29:44 EDT,1634084984420,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Quite a bit,Very much so,Moderately,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-13/phone_promptresponse_clean_2021-10-13.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-13,2021-10-13 20:27:00 EDT,GMT-04:00,1634171220213,Completed,2021-10-13,2021-10-13 20:33:13 EDT,1634171593661,2,set_2,24,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,A little,Moderately,Very much so,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-10-14/phone_promptresponse_clean_2021-10-14.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-14,2021-10-14 20:20:00 EDT,GMT-04:00,1634257200669,Completed,2021-10-14,2021-10-14 20:20:39 EDT,1634257239521,1,set_4,24,9,Not at all,Quite a bit,A little,Quite a bit,Moderately,Not at all,A little,Quite a bit,Not at all,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,Yes,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-10-15/phone_promptresponse_clean_2021-10-15.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,20,21,2021-10-15,2021-10-15 20:43:00 EDT,GMT-04:00,1634344980190,Completed,2021-10-15,2021-10-15 20:43:46 EDT,1634345026498,1,set_4,25,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-10-16/phone_promptresponse_clean_2021-10-16.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,20,21,2021-10-16,2021-10-16 20:34:00 EDT,GMT-04:00,1634430840286,Completed,2021-10-16,2021-10-16 20:52:15 EDT,1634431935697,2,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Moderately,A little,Not at all,Very much so,Moderately,Not at all,Quite a bit,Not at all,Moderately,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-17/phone_promptresponse_clean_2021-10-17.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,20,21,2021-10-17,2021-10-17 20:22:00 EDT,GMT-04:00,1634516520205,Completed,2021-10-17,2021-10-17 20:25:10 EDT,1634516710406,1,set_1,49,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,A little,Quite a bit,Not at all,Quite a bit,Moderately,Very much so,Moderately,A little,Quite a bit,No,No,0,,,,Quite a bit,Definitely will,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely,Quite a bit,I am not experiencing viral symptoms,5 or more days,4 days,A lot more,Neither more nor less,More,Quite a bit,Moderate,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-10-18/phone_promptresponse_clean_2021-10-18.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-10-18,2021-10-18 19:36:00 EDT,GMT-04:00,1634600160184,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-19/phone_promptresponse_clean_2021-10-19.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-19,2021-10-19 19:39:00 EDT,GMT-04:00,1634686740253,Completed,2021-10-19,2021-10-19 19:45:40 EDT,1634687140142,2,set_3,24,9,Not at all,Quite a bit,A little,Not at all,Moderately,A little,Quite a bit,Not at all,Moderately,Moderately,Not at all,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-20/phone_promptresponse_clean_2021-10-20.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-20,2021-10-20 19:12:00 EDT,GMT-04:00,1634771520181,Completed,2021-10-20,2021-10-20 19:17:57 EDT,1634771877607,2,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,Not at all,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-21/phone_promptresponse_clean_2021-10-21.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-21,2021-10-21 20:21:00 EDT,GMT-04:00,1634862060192,Completed,2021-10-21,2021-10-21 20:21:35 EDT,1634862095112,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Moderately,A little,Not at all,Not at all,Quite a bit,Quite a bit,Very much so,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-10-22/phone_promptresponse_clean_2021-10-22.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-22,2021-10-22 20:17:00 EDT,GMT-04:00,1634948220204,Completed,2021-10-22,2021-10-22 20:17:58 EDT,1634948278462,1,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-23/phone_promptresponse_clean_2021-10-23.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-10-23,2021-10-23 20:46:00 EDT,GMT-04:00,1635036360330,Completed,2021-10-23,2021-10-23 20:53:42 EDT,1635036822521,2,set_1,25,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Not at all,Very much so,Moderately,Moderately,No,No,0,,,,Very much so,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-10-24/phone_promptresponse_clean_2021-10-24.csv,19,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-24,2021-10-24 19:31:00 EDT,GMT-04:00,1635118260186,NeverStarted,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-25/phone_promptresponse_clean_2021-10-25.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-25,2021-10-25 19:38:00 EDT,GMT-04:00,1635205080119,Completed,2021-10-25,2021-10-25 19:45:47 EDT,1635205547353,2,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,No
synapseevaluatechevron@timestudy_com/2021-10-26/phone_promptresponse_clean_2021-10-26.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-26,2021-10-26 19:37:00 EDT,GMT-04:00,1635291420233,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-27/phone_promptresponse_clean_2021-10-27.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-10-27,2021-10-27 19:35:00 EDT,GMT-04:00,1635377700307,Completed,2021-10-27,2021-10-27 19:35:54 EDT,1635377754216,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-10-28/phone_promptresponse_clean_2021-10-28.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-10-28,2021-10-28 19:37:00 EDT,GMT-04:00,1635464220203,Completed,2021-10-28,2021-10-28 19:44:28 EDT,1635464668375,2,set_2,23,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes
synapseevaluatechevron@timestudy_com/2021-10-29/phone_promptresponse_clean_2021-10-29.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-10-29,2021-10-29 19:40:00 EDT,GMT-04:00,1635550800170,Completed,2021-10-29,2021-10-29 19:52:38 EDT,1635551558229,2,set_1,24,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,A little,A little,Not at all,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-10-30/phone_promptresponse_clean_2021-10-30.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-10-30,2021-10-30 19:34:00 EDT,GMT-04:00,1635636840262,Completed,2021-10-30,2021-10-30 19:34:42 EDT,1635636882218,1,set_2,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Moderately,Moderately,A little,Very much so,Quite a bit,Not at all,Very much so,Quite a bit,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-10-31/phone_promptresponse_clean_2021-10-31.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-10-31,2021-10-31 19:30:00 EDT,GMT-04:00,1635723000318,Completed,2021-10-31,2021-10-31 20:38:24 EDT,1635727104003,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,A little,A little,A little,Not at all,Moderately,Quite a bit,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,4 days,3 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,,,
synapseevaluatechevron@timestudy_com/2021-11-01/phone_promptresponse_clean_2021-11-01.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2021-11-01,2021-11-01 20:25:00 EDT,GMT-04:00,1635812700212,Completed,2021-11-01,2021-11-01 20:25:48 EDT,1635812748504,1,set_1,24,9,Not at all,Quite a bit,Quite a bit,Extremely,Quite a bit,Extremely,Moderately,A little,Not at all,Moderately,Moderately,Not at all,Quite a bit,Not at all,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-11-02/phone_promptresponse_clean_2021-11-02.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-02,2021-11-02 19:40:00 EDT,GMT-04:00,1635896400266,Completed,2021-11-02,2021-11-02 19:41:07 EDT,1635896467085,1,set_3,24,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,A little,Not at all,Moderately,A little,Quite a bit,Not at all,Quite a bit,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,A little bit,,,
synapseevaluatechevron@timestudy_com/2021-11-03/phone_promptresponse_clean_2021-11-03.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-03,2021-11-03 19:47:00 EDT,GMT-04:00,1635983220201,Completed,2021-11-03,2021-11-03 19:48:52 EDT,1635983332064,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Quite a bit,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-11-04/phone_promptresponse_clean_2021-11-04.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-04,2021-11-04 19:44:00 EDT,GMT-04:00,1636069440223,Completed,2021-11-04,2021-11-04 19:59:54 EDT,1636070394323,2,set_2,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Quite a bit,Moderately,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-11-05/phone_promptresponse_clean_2021-11-05.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-05,2021-11-05 19:16:00 EDT,GMT-04:00,1636154160271,Completed,2021-11-05,2021-11-05 19:20:15 EDT,1636154415085,1,set_2,23,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-11-06/phone_promptresponse_clean_2021-11-06.csv,19,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-06,2021-11-06 19:20:00 AST,GMT-04:00,1636240800168,Completed,2021-11-06,2021-11-06 19:20:45 EDT,1636240845321,1,set_3,23,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2021-11-07/phone_promptresponse_clean_2021-11-07.csv,19,synapseevaluatechevron,Daily,TIME,RANDOM,18,19,2021-11-07,2021-11-07 18:20:00 EST,GMT-05:00,1636327200210,Completed,2021-11-07,2021-11-07 18:51:11 EST,1636329071611,2,set_4,47,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,Not really,Yes,Yes,Yes,Yes,Yes,Moderately,Moderately,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Moderate,,,,,,,
synapseevaluatechevron@timestudy_com/2021-11-08/phone_promptresponse_clean_2021-11-08.csv,19,synapseevaluatechevron,Daily,TIME,RANDOM,18,19,2021-11-08,2021-11-08 18:29:00 EST,GMT-05:00,1636414140234,Completed,2021-11-08,2021-11-08 18:29:51 EST,1636414191588,1,set_1,25,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2021-11-09/phone_promptresponse_clean_2021-11-09.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-09,2021-11-09 19:32:00 EST,GMT-05:00,1636504320291,Completed,2021-11-09,2021-11-09 19:33:22 EST,1636504402340,1,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2021-11-10/phone_promptresponse_clean_2021-11-10.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-10,2021-11-10 19:16:00 EST,GMT-05:00,1636589760239,Completed,2021-11-10,2021-11-10 19:18:10 EST,1636589890376,1,set_2,23,9,A little,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2021-11-11/phone_promptresponse_clean_2021-11-11.csv,20,synapseevaluatechevron,Daily,TIME,RANDOM,19,20,2021-11-11,2021-11-11 19:33:00 EST,GMT-05:00,1636677180217,Completed,2021-11-11,2021-11-11 19:47:31 EST,1636678051745,2,set_3,25,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Quite a bit,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,No,Somewhat,,,
synapseevaluatechevron@timestudy_com/2021-11-12/phone_promptresponse_clean_2021-11-12.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,19,20,2021-11-12,2021-11-12 19:27:00 EST,GMT-05:00,1636763220286,Completed,2021-11-12,2021-11-12 19:32:22 EST,1636763542458,2,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes
