.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
rangerabrasivedislike@timestudy_com/2021-06-04/phone_promptresponse_clean_2021-06-04.csv,11,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-04,2021-06-04 20:15:00 CDT,GMT-05:00,1622855700101,Completed,2021-06-04,2021-06-04 20:21:24 CDT,1622856084149,2,set_4,23,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,A little,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-05/phone_promptresponse_clean_2021-06-05.csv,16,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-06-05,2021-06-05 19:30:00 CDT,GMT-05:00,1622939400167,Completed,2021-06-05,2021-06-05 20:49:15 CDT,1622944155405,2,set_4,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,Not at all,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-06/phone_promptresponse_clean_2021-06-06.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-06,2021-06-06 21:28:59 CDT,GMT-05:00,1623032939198,Completed,2021-06-06,2021-06-06 21:32:16 CDT,1623033136242,1,set_1,48,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,Yes,Yes,Yes,Sort of,Yes,Sort of,,,Yes,,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-06-07/phone_promptresponse_clean_2021-06-07.csv,19,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-07,2021-06-07 20:31:00 CDT,GMT-05:00,1623115860248,Completed,2021-06-07,2021-06-07 20:32:50 CDT,1623115970962,1,set_3,23,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-08/phone_promptresponse_clean_2021-06-08.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-08,2021-06-08 20:36:00 CDT,GMT-05:00,1623202560281,Completed,2021-06-08,2021-06-08 21:32:46 CDT,1623205966992,2,set_1,24,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,A little,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-10/phone_promptresponse_clean_2021-06-10.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-10,2021-06-10 21:38:00 CDT,GMT-05:00,1623379080183,Completed,2021-06-10,2021-06-10 21:40:00 CDT,1623379200510,1,set_2,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,A little,A little,A little,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,A little,Probably will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-11/phone_promptresponse_clean_2021-06-11.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,23,0,2021-06-11,2021-06-11 23:20:00 CDT,GMT-05:00,1623471600195,Completed,2021-06-11,2021-06-11 23:21:27 CDT,1623471687911,1,set_4,24,9,Not at all,Extremely,Moderately,Extremely,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Very much so,Definitely will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-12/phone_promptresponse_clean_2021-06-12.csv,17,rangerabrasivedislike,Daily,BURST,RANDOM,23,0,2021-06-12,2021-06-12 23:35:00 CDT,GMT-05:00,1623558900252,Completed,2021-06-12,2021-06-12 23:37:28 CDT,1623559048762,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Definitely will,Trying to decide,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-13/phone_promptresponse_clean_2021-06-13.csv,11,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-06-13,2021-06-13 22:45:00 CDT,GMT-05:00,1623642300221,Completed,2021-06-13,2021-06-13 22:49:20 CDT,1623642560271,1,set_3,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,A little,Might,Sort of,,,,,,Yes,Yes,Yes,Yes,Sort of,,,Sort of,,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-06-14/phone_promptresponse_clean_2021-06-14.csv,18,rangerabrasivedislike,Daily,BURST,RANDOM,20,21,2021-06-14,2021-06-14 20:37:48 CDT,GMT-05:00,1623721068393,Completed,2021-06-14,2021-06-14 20:44:05 CDT,1623721445406,2,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-15/phone_promptresponse_clean_2021-06-15.csv,18,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-15,2021-06-15 21:46:28 CDT,GMT-05:00,1623811588375,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-16/phone_promptresponse_clean_2021-06-16.csv,4,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-16,2021-06-16 20:48:00 CDT,GMT-05:00,1623894480268,Completed,2021-06-16,2021-06-16 21:25:33 CDT,1623896733254,2,set_3,25,9,Not at all,Extremely,A little,Extremely,Quite a bit,Moderately,Moderately,A little,Moderately,Very much so,Very much so,Not at all,Moderately,Quite a bit,No,No,0,,,,Very much so,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-17/phone_promptresponse_clean_2021-06-17.csv,22,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-17,2021-06-17 21:47:00 CDT,GMT-05:00,1623984420154,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-18/phone_promptresponse_clean_2021-06-18.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-18,2021-06-18 21:16:00 CDT,GMT-05:00,1624068960318,Completed,2021-06-18,2021-06-18 22:13:35 CDT,1624072415332,2,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,A little,Not at all,Very much so,No,Did not have to work today,0,A little,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-19/phone_promptresponse_clean_2021-06-19.csv,22,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-19,2021-06-19 21:11:00 CDT,GMT-05:00,1624155060266,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-20/phone_promptresponse_clean_2021-06-20.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-20,2021-06-20 21:46:00 CDT,GMT-05:00,1624243560724,Completed,2021-06-20,2021-06-20 21:55:57 CDT,1624244157830,2,set_1,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Moderately,Not at all,A little,Very much so,Quite a bit,Not at all,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,Very much so,Definitely will,Yes,Yes,Yes,Yes,Sort of,Yes,Not really,,,Yes,,Not at all,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Quite a bit
rangerabrasivedislike@timestudy_com/2021-06-21/phone_promptresponse_clean_2021-06-21.csv,66,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-21,2021-06-21 20:39:00 CDT,GMT-05:00,1624325940083,Completed,2021-06-21,2021-06-21 20:53:15 CDT,1624326795475,2,set_3,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,A little,Moderately,Not at all,Quite a bit,Quite a bit,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-22/phone_promptresponse_clean_2021-06-22.csv,23,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-22,2021-06-22 20:34:00 CDT,GMT-05:00,1624412040522,Completed,2021-06-22,2021-06-22 20:35:02 CDT,1624412102130,1,set_2,24,9,Not at all,Extremely,A little,Extremely,Quite a bit,Not at all,A little,Not at all,Moderately,Very much so,Moderately,Not at all,Moderately,Quite a bit,No,No,0,Quite a bit,Probably will,Trying to decide,,,,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-23/phone_promptresponse_clean_2021-06-23.csv,15,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-23,2021-06-23 20:46:00 CDT,GMT-05:00,1624499160092,Completed,2021-06-23,2021-06-23 20:47:09 CDT,1624499229301,1,set_1,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-24/phone_promptresponse_clean_2021-06-24.csv,23,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-06-24,2021-06-24 22:36:00 CDT,GMT-05:00,1624592160092,Completed,2021-06-24,2021-06-24 22:37:31 CDT,1624592251336,1,set_2,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-25/phone_promptresponse_clean_2021-06-25.csv,18,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-06-25,2021-06-25 21:30:50 CDT,GMT-05:00,1624674650092,Completed,2021-06-25,2021-06-25 21:32:32 CDT,1624674752243,1,set_4,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,A little,A little,Very much so,No,Did not have to work today,0,,,,,,,A little bit,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-26/phone_promptresponse_clean_2021-06-26.csv,23,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-06-26,2021-06-26 22:12:00 CDT,GMT-05:00,1624763520119,Completed,2021-06-26,2021-06-26 22:13:04 CDT,1624763584672,1,set_1,24,9,Not at all,Extremely,Moderately,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,,,,,Not at all,Might,Sort of,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-27/phone_promptresponse_clean_2021-06-27.csv,20,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-06-27,2021-06-27 21:37:00 CDT,GMT-05:00,1624847820159,Completed,2021-06-27,2021-06-27 21:40:31 CDT,1624848031808,1,set_2,48,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,A little,Probably will,Trying to decide,,,,A little bit,,,,,Yes,Yes,Yes,Yes,Not really,,,Yes,,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-06-28/phone_promptresponse_clean_2021-06-28.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-28,2021-06-28 20:49:00 CDT,GMT-05:00,1624931340121,Completed,2021-06-28,2021-06-28 21:06:21 CDT,1624932381355,2,set_1,25,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,Not at all,Quite a bit,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-29/phone_promptresponse_clean_2021-06-29.csv,22,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-06-29,2021-06-29 21:22:00 CDT,GMT-05:00,1625019720084,Completed,2021-06-29,2021-06-29 21:22:51 CDT,1625019771087,1,set_2,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,A little,Might,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-06-30/phone_promptresponse_clean_2021-06-30.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-06-30,2021-06-30 20:17:00 CDT,GMT-05:00,1625102220089,Completed,2021-06-30,2021-06-30 20:18:09 CDT,1625102289433,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,A little,A little,Not at all,A little,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-02/phone_promptresponse_clean_2021-07-02.csv,22,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-07-02,2021-07-02 21:27:00 CDT,GMT-05:00,1625279220085,Completed,2021-07-02,2021-07-02 21:28:37 CDT,1625279317910,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,A little,A little,Very much so,No,Did not have to work today,0,,,,,,,,A little,Probably will,Sort of,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-03/phone_promptresponse_clean_2021-07-03.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-03,2021-07-03 20:47:00 CDT,GMT-05:00,1625363220063,Completed,2021-07-03,2021-07-03 20:48:42 CDT,1625363322233,1,set_3,24,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,A little,Not at all,A little,Moderately,No,Did not have to work today,0,,,,Quite a bit,Probably will,Sort of,Not at all,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-04/phone_promptresponse_clean_2021-07-04.csv,19,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-04,2021-07-04 20:47:00 CDT,GMT-05:00,1625449620094,Completed,2021-07-04,2021-07-04 21:27:14 CDT,1625452034578,2,set_2,47,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,A little,Very much so,A little,Not at all,Not at all,A little,No,Did not have to work today,0,A little,Probably will,Not thought about it,,,,,,,,,Sort of,No,Sort of,Yes,Sort of,,,Not really,,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-07-06/phone_promptresponse_clean_2021-07-06.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-06,2021-07-06 20:15:00 CDT,GMT-05:00,1625620500090,Completed,2021-07-06,2021-07-06 20:15:59 CDT,1625620559467,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Very much so,Moderately,Not at all,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,A little,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-07/phone_promptresponse_clean_2021-07-07.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-07,2021-07-07 20:37:00 CDT,GMT-05:00,1625708220136,Completed,2021-07-07,2021-07-07 20:38:11 CDT,1625708291294,1,set_2,23,9,A little,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Very much so,Moderately,Not at all,Quite a bit,Quite a bit,No,No,0,A little,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-08/phone_promptresponse_clean_2021-07-08.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-08,2021-07-08 20:38:00 CDT,GMT-05:00,1625794680119,Completed,2021-07-08,2021-07-08 20:40:14 CDT,1625794814074,1,set_1,24,9,A little,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,A little,A little,Very much so,Moderately,Not at all,A little,Very much so,No,No,0,,,,,,,,Quite a bit,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-09/phone_promptresponse_clean_2021-07-09.csv,22,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-07-09,2021-07-09 21:30:00 CDT,GMT-05:00,1625884200132,Completed,2021-07-09,2021-07-09 21:31:24 CDT,1625884284370,1,set_4,24,9,Not at all,Extremely,A little,Extremely,Moderately,A little,Quite a bit,A little,Not at all,Very much so,A little,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,A little,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-10/phone_promptresponse_clean_2021-07-10.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,21,22,2021-07-10,2021-07-10 21:27:00 CDT,GMT-05:00,1625970420132,Completed,2021-07-10,2021-07-10 21:28:39 CDT,1625970519955,1,set_2,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Definitely will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-11/phone_promptresponse_clean_2021-07-11.csv,21,rangerabrasivedislike,Daily,BURST,RANDOM,20,21,2021-07-11,2021-07-11 20:32:00 CDT,GMT-05:00,1626053520106,Completed,2021-07-11,2021-07-11 20:34:49 CDT,1626053689222,1,set_1,48,9,A little,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Quite a bit,A little,A little,Very much so,No,Did not have to work today,0,,,,,,,,Quite a bit,Probably will,Yes,No,Yes,Yes,Sort of,Yes,Sort of,,,Sort of,,A little,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-07-12/phone_promptresponse_clean_2021-07-12.csv,19,rangerabrasivedislike,Daily,BURST,RANDOM,20,21,2021-07-12,2021-07-12 20:21:00 CDT,GMT-05:00,1626139260097,Completed,2021-07-12,2021-07-12 20:39:25 CDT,1626140365275,2,set_4,23,9,Not at all,Extremely,A little,Extremely,Extremely,A little,Moderately,Not at all,A little,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-13/phone_promptresponse_clean_2021-07-13.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-13,2021-07-13 20:14:00 CDT,GMT-05:00,1626225240081,Completed,2021-07-13,2021-07-13 20:14:56 CDT,1626225296057,1,set_2,23,9,A little,Extremely,A little,Extremely,Quite a bit,A little,Not at all,Not at all,A little,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,A little,Probably will,Not thought about it,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-14/phone_promptresponse_clean_2021-07-14.csv,18,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-14,2021-07-14 20:21:00 CDT,GMT-05:00,1626312060175,Completed,2021-07-14,2021-07-14 20:21:46 CDT,1626312106731,1,set_4,23,9,Not at all,Extremely,A little,Extremely,Quite a bit,A little,Moderately,Not at all,Quite a bit,Very much so,Quite a bit,Not at all,A little,Very much so,No,No,0,,,,,,,,,,,,,,,,,Very much so,Probably will,,Yes,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-15/phone_promptresponse_clean_2021-07-15.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,21,22,2021-07-15,2021-07-15 21:32:00 CDT,GMT-05:00,1626402720108,Completed,2021-07-15,2021-07-15 21:32:58 CDT,1626402778066,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,Not at all,Not at all,Very much so,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-16/phone_promptresponse_clean_2021-07-16.csv,15,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-16,2021-07-16 20:25:00 CDT,GMT-05:00,1626485100155,Completed,2021-07-16,2021-07-16 20:25:53 CDT,1626485153089,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Moderately,A little,Moderately,Quite a bit,No,Did not have to work today,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-18/phone_promptresponse_clean_2021-07-18.csv,17,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-18,2021-07-18 20:23:00 CDT,GMT-05:00,1626657780153,Completed,2021-07-18,2021-07-18 20:45:43 CDT,1626659143213,2,set_3,48,9,A little,Extremely,A little,Quite a bit,Extremely,A little,A little,A little,A little,Very much so,Moderately,A little,Quite a bit,Moderately,No,Did not have to work today,0,,,,Quite a bit,Might,Not really,,,,,,Sort of,Yes,Sort of,No,Sort of,,,Sort of,,Moderately,Quite a bit,I am not experiencing viral symptoms,0 days,0 days,More,More,Neither more nor less,Moderate,Moderate
rangerabrasivedislike@timestudy_com/2021-07-19/phone_promptresponse_clean_2021-07-19.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-19,2021-07-19 20:26:00 CDT,GMT-05:00,1626744360110,Completed,2021-07-19,2021-07-19 20:26:43 CDT,1626744403574,1,set_3,23,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-20/phone_promptresponse_clean_2021-07-20.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-20,2021-07-20 20:17:00 CDT,GMT-05:00,1626830220094,Completed,2021-07-20,2021-07-20 20:18:11 CDT,1626830291209,1,set_3,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Moderately,Not at all,A little,Very much so,No,No,0,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-21/phone_promptresponse_clean_2021-07-21.csv,21,rangerabrasivedislike,Daily,TIME,RANDOM,20,21,2021-07-21,2021-07-21 20:34:00 CDT,GMT-05:00,1626917640169,Completed,2021-07-21,2021-07-21 20:35:11 CDT,1626917711259,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,A little,Not at all,Not at all,Very much so,Moderately,Not at all,A little,Very much so,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-22/phone_promptresponse_clean_2021-07-22.csv,20,rangerabrasivedislike,Daily,TIME,RANDOM,19,20,2021-07-22,2021-07-22 19:43:00 CDT,GMT-05:00,1627000980148,Completed,2021-07-22,2021-07-22 20:44:50 CDT,1627004690156,2,set_1,24,9,Not at all,Extremely,A little,Extremely,Extremely,Not at all,Moderately,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,
rangerabrasivedislike@timestudy_com/2021-07-24/phone_promptresponse_clean_2021-07-24.csv,23,rangerabrasivedislike,Daily,BURST,RANDOM,22,23,2021-07-24,2021-07-24 22:29:00 CDT,GMT-05:00,1627183740128,Completed,2021-07-24,2021-07-24 23:56:52 CDT,1627189012170,2,set_2,25,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Quite a bit,Probably will,Yes,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,
