.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x25_affmot_sleep,x26_int_sleep,x27_del_sleep
reliablydetaildebate@timestudy_com/2021-12-10/phone_promptresponse_clean_2021-12-10.csv,20,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-10,2021-12-10 20:24:00 PST,GMT-08:00,1639196640154,Completed,2021-12-10,2021-12-10 20:25:35 PST,1639196735985,1,set_3,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Quite a bit,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-11/phone_promptresponse_clean_2021-12-11.csv,24,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-12-11,2021-12-11 22:47:00 PST,GMT-08:00,1639291620201,Completed,2021-12-11,2021-12-11 23:50:30 PST,1639295430351,2,set_4,23,9,Moderately,Extremely,Quite a bit,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-12/phone_promptresponse_clean_2021-12-12.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-12,2021-12-12 21:13:00 PST,GMT-08:00,1639372380199,Completed,2021-12-12,2021-12-12 21:15:01 PST,1639372501439,1,set_2,47,9,Moderately,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,Not really,Yes,No,Yes,,,,Sort of,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,Not at all,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-12-13/phone_promptresponse_clean_2021-12-13.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-13,2021-12-13 20:40:00 PST,GMT-08:00,1639456800209,Completed,2021-12-13,2021-12-13 20:40:59 PST,1639456859631,1,set_4,24,9,A little,Moderately,Not at all,Moderately,Extremely,Not at all,Not at all,Moderately,A little,Very much so,Very much so,A little,Not at all,Quite a bit,No,No,0,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-14/phone_promptresponse_clean_2021-12-14.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-14,2021-12-14 21:22:00 PST,GMT-08:00,1639545720234,Completed,2021-12-14,2021-12-14 21:22:58 PST,1639545778007,1,set_3,23,9,A little,Moderately,A little,Quite a bit,Extremely,A little,A little,A little,A little,Quite a bit,Very much so,A little,Not at all,Quite a bit,No,No,0,,,,,,,,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-15/phone_promptresponse_clean_2021-12-15.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-15,2021-12-15 21:37:00 PST,GMT-08:00,1639633020215,Completed,2021-12-15,2021-12-15 22:00:39 PST,1639634439130,2,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-16/phone_promptresponse_clean_2021-12-16.csv,30,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-12-16,2021-12-16 22:46:00 PST,GMT-08:00,1639723560199,Completed,2021-12-16,2021-12-16 22:48:16 PST,1639723696649,1,set_3,24,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,Not at all,Not at all,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,Not at all,Probably will,Not really,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-18/phone_promptresponse_clean_2021-12-18.csv,2,reliablydetaildebate,Daily,BURST,RANDOM,0,1,2021-12-18,2021-12-18 00:19:00 PST,GMT-08:00,1639815540218,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-18/phone_promptresponse_clean_2021-12-18.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-12-18,2021-12-18 21:47:00 PST,GMT-08:00,1639892820102,Completed,2021-12-18,2021-12-18 21:48:45 PST,1639892925431,1,set_3,23,9,Not at all,Quite a bit,Not at all,Moderately,Moderately,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,A little,Definitely will not,No,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-19/phone_promptresponse_clean_2021-12-19.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2021-12-19,2021-12-19 21:19:00 PST,GMT-08:00,1639977540213,Completed,2021-12-19,2021-12-19 21:59:22 PST,1639979962808,2,set_1,49,9,Not at all,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Yes,Yes,Sort of,Maybe,,,,Yes,Not really,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,Quite a bit,Definitely will,Yes,but I had a goal,,,
reliablydetaildebate@timestudy_com/2021-12-20/phone_promptresponse_clean_2021-12-20.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-12-20,2021-12-20 20:48:00 PST,GMT-08:00,1640062080210,Completed,2021-12-20,2021-12-20 20:49:22 PST,1640062162204,1,set_3,23,9,A little,Moderately,Moderately,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-21/phone_promptresponse_clean_2021-12-21.csv,31,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-21,2021-12-21 20:22:00 PST,GMT-08:00,1640146920240,Completed,2021-12-21,2021-12-21 20:23:59 PST,1640147039714,1,set_1,24,9,Not at all,Quite a bit,Quite a bit,A little,Moderately,A little,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,Yes,,,
reliablydetaildebate@timestudy_com/2021-12-22/phone_promptresponse_clean_2021-12-22.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-22,2021-12-22 20:35:00 PST,GMT-08:00,1640234100150,Completed,2021-12-22,2021-12-22 20:39:56 PST,1640234396129,1,set_4,23,9,Moderately,Moderately,A little,Moderately,Extremely,Not at all,Not at all,Moderately,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-23/phone_promptresponse_clean_2021-12-23.csv,14,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-23,2021-12-23 20:47:01 PST,GMT-08:00,1640321221375,Completed,2021-12-23,2021-12-23 20:48:10 PST,1640321290090,1,set_4,23,9,Not at all,Quite a bit,Moderately,A little,Moderately,A little,A little,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-24/phone_promptresponse_clean_2021-12-24.csv,28,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-24,2021-12-24 21:33:00 PST,GMT-08:00,1640410380168,Completed,2021-12-24,2021-12-24 21:35:08 PST,1640410508000,1,set_3,23,9,A little,Quite a bit,A little,Moderately,Quite a bit,Not at all,Moderately,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will not,No,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-25/phone_promptresponse_clean_2021-12-25.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2021-12-25,2021-12-25 22:48:00 PST,GMT-08:00,1640501280222,Completed,2021-12-25,2021-12-25 23:05:41 PST,1640502341741,2,set_2,23,9,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2021-12-26/phone_promptresponse_clean_2021-12-26.csv,31,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-26,2021-12-26 21:11:00 PST,GMT-08:00,1640581860183,Completed,2021-12-26,2021-12-26 21:17:08 PST,1640582228741,2,set_2,47,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,,,,No,Yes,Not really,Yes,,,,Not really,Yes,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,Not at all,Probably will,Not thought about it
reliablydetaildebate@timestudy_com/2021-12-27/phone_promptresponse_clean_2021-12-27.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2021-12-27,2021-12-27 21:45:00 PST,GMT-08:00,1640670300174,Completed,2021-12-27,2021-12-27 21:48:45 PST,1640670525783,1,set_3,23,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-28/phone_promptresponse_clean_2021-12-28.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-28,2021-12-28 20:32:00 PST,GMT-08:00,1640752320171,Completed,2021-12-28,2021-12-28 20:33:01 PST,1640752381278,1,set_2,24,9,Not at all,A little,A little,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,,,Not at all,Probably will,Not thought about it
reliablydetaildebate@timestudy_com/2021-12-29/phone_promptresponse_clean_2021-12-29.csv,20,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2021-12-29,2021-12-29 20:16:00 PST,GMT-08:00,1640837760087,Completed,2021-12-29,2021-12-29 20:16:56 PST,1640837816085,1,set_4,24,9,A little,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2021-12-30/phone_promptresponse_clean_2021-12-30.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2021-12-30,2021-12-30 20:48:00 PST,GMT-08:00,1640926080213,Completed,2021-12-30,2021-12-30 20:49:35 PST,1640926175985,1,set_4,23,9,A little,Moderately,A little,A little,Moderately,A little,Not at all,Not at all,Moderately,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-01/phone_promptresponse_clean_2022-01-01.csv,1,reliablydetaildebate,Daily,BURST,RANDOM,0,1,2022-01-01,2022-01-01 00:17:00 PST,GMT-08:00,1641025020209,Completed,2022-01-01,2022-01-01 00:19:13 PST,1641025153267,1,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Yes,,,
reliablydetaildebate@timestudy_com/2022-01-01/phone_promptresponse_clean_2022-01-01.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2022-01-01,2022-01-01 21:23:00 PST,GMT-08:00,1641100980147,Completed,2022-01-01,2022-01-01 21:28:03 PST,1641101283089,2,set_1,26,9,Not at all,Moderately,A little,Moderately,Moderately,A little,Not at all,A little,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,Not at all,Might,No,Yes,,,
reliablydetaildebate@timestudy_com/2022-01-02/phone_promptresponse_clean_2022-01-02.csv,23,reliablydetaildebate,Daily,BURST,RANDOM,22,23,2022-01-02,2022-01-02 22:11:00 PST,GMT-08:00,1641190260212,Completed,2022-01-02,2022-01-02 22:23:36 PST,1641191016387,2,set_3,47,9,A little,Moderately,A little,Not at all,Quite a bit,Moderately,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Not really,Yes,Sort of,Yes,A little,Probably will,Sort of,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-03/phone_promptresponse_clean_2022-01-03.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,23,0,2022-01-03,2022-01-03 23:27:09 PST,GMT-08:00,1641281229510,Completed,2022-01-03,2022-01-03 23:27:54 PST,1641281274652,1,set_4,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,Did not have to work today,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-04/phone_promptresponse_clean_2022-01-04.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-04,2022-01-04 21:25:00 PST,GMT-08:00,1641360300211,Completed,2022-01-04,2022-01-04 21:28:36 PST,1641360516247,1,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,A little,A little,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really,but I had a goal,,,
reliablydetaildebate@timestudy_com/2022-01-05/phone_promptresponse_clean_2022-01-05.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-05,2022-01-05 20:34:00 PST,GMT-08:00,1641443640335,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-06/phone_promptresponse_clean_2022-01-06.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-06,2022-01-06 20:42:00 PST,GMT-08:00,1641530520182,Completed,2022-01-06,2022-01-06 20:42:46 PST,1641530566455,1,set_1,24,9,Not at all,A little,A little,Moderately,Quite a bit,A little,Not at all,A little,Not at all,A little,Very much so,Not at all,Not at all,Not at all,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Not really,Maybe,,,
reliablydetaildebate@timestudy_com/2022-01-07/phone_promptresponse_clean_2022-01-07.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-07,2022-01-07 21:49:00 PST,GMT-08:00,1641620940209,Completed,2022-01-07,2022-01-07 21:49:55 PST,1641620995933,1,set_3,23,9,A little,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,Not at all,Very much so,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-08/phone_promptresponse_clean_2022-01-08.csv,24,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-08,2022-01-08 22:19:00 PST,GMT-08:00,1641709140183,Completed,2022-01-08,2022-01-08 22:33:06 PST,1641709986778,2,set_4,24,9,A little,Quite a bit,Quite a bit,Moderately,Moderately,A little,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,Quite a bit,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,Not at all,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-09/phone_promptresponse_clean_2022-01-09.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-09,2022-01-09 20:26:00 PST,GMT-08:00,1641788760134,Completed,2022-01-09,2022-01-09 20:31:05 PST,1641789065150,2,set_3,47,9,Not at all,Quite a bit,Moderately,Moderately,Quite a bit,A little,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Sort of,Yes,Sort of,Yes,Not at all,Probably will not,Not really,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-10/phone_promptresponse_clean_2022-01-10.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-10,2022-01-10 21:46:00 PST,GMT-08:00,1641879960213,Completed,2022-01-10,2022-01-10 21:47:13 PST,1641880033505,1,set_4,24,9,A little,Moderately,A little,Moderately,Moderately,A little,Not at all,Not at all,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,No,0,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-11/phone_promptresponse_clean_2022-01-11.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-11,2022-01-11 20:45:00 PST,GMT-08:00,1641962700144,Completed,2022-01-11,2022-01-11 20:45:51 PST,1641962751375,1,set_1,26,9,A little,A little,A little,Quite a bit,Extremely,Not at all,Moderately,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,A little,Probably will not,Not really,Yes,,,
reliablydetaildebate@timestudy_com/2022-01-12/phone_promptresponse_clean_2022-01-12.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-12,2022-01-12 21:11:00 PST,GMT-08:00,1642050660172,Completed,2022-01-12,2022-01-12 21:13:30 PST,1642050810967,1,set_1,24,9,Not at all,Quite a bit,A little,A little,Quite a bit,A little,Not at all,A little,A little,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Not really,but I had a goal,,,
reliablydetaildebate@timestudy_com/2022-01-13/phone_promptresponse_clean_2022-01-13.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-13,2022-01-13 22:28:00 PST,GMT-08:00,1642141680381,Completed,2022-01-13,2022-01-13 22:31:39 PST,1642141899729,1,set_3,24,9,A little,Moderately,A little,A little,Moderately,A little,A little,Not at all,Moderately,Quite a bit,Very much so,A little,Not at all,Not at all,No,No,0,,,,,,,,A little,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-14/phone_promptresponse_clean_2022-01-14.csv,25,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-14,2022-01-14 22:12:00 PST,GMT-08:00,1642227120178,Completed,2022-01-14,2022-01-14 22:13:58 PST,1642227238879,1,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,A little,A little,Quite a bit,Very much so,Not at all,Not at all,A little,No,Yes,0,,,,,,,,A little,Probably will,Not really,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-15/phone_promptresponse_clean_2022-01-15.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-15,2022-01-15 22:44:00 PST,GMT-08:00,1642315440241,Completed,2022-01-15,2022-01-15 22:49:51 PST,1642315791332,2,set_2,23,9,Not at all,Quite a bit,Moderately,A little,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
reliablydetaildebate@timestudy_com/2022-01-16/phone_promptresponse_clean_2022-01-16.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2022-01-16,2022-01-16 21:43:00 PST,GMT-08:00,1642398180152,Completed,2022-01-16,2022-01-16 21:44:48 PST,1642398288191,1,set_3,47,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Not really,Yes,Not really,Yes,A little,Definitely will,Sort of,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,More,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-17/phone_promptresponse_clean_2022-01-17.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2022-01-17,2022-01-17 20:34:00 PST,GMT-08:00,1642480440194,Completed,2022-01-17,2022-01-17 20:36:04 PST,1642480564334,1,set_4,23,9,Not at all,Moderately,A little,A little,Quite a bit,Not at all,Moderately,A little,Not at all,Quite a bit,Very much so,A little,Not at all,A little,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-18/phone_promptresponse_clean_2022-01-18.csv,22,reliablydetaildebate,Daily,BURST,RANDOM,21,22,2022-01-18,2022-01-18 21:29:00 PST,GMT-08:00,1642570140149,Completed,2022-01-18,2022-01-18 21:29:49 PST,1642570189834,1,set_2,23,9,A little,A little,Moderately,A little,Quite a bit,Not at all,A little,A little,A little,Quite a bit,Very much so,A little,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Trying to decide
reliablydetaildebate@timestudy_com/2022-01-19/phone_promptresponse_clean_2022-01-19.csv,21,reliablydetaildebate,Daily,BURST,RANDOM,20,21,2022-01-19,2022-01-19 20:38:00 PST,GMT-08:00,1642653480205,Completed,2022-01-19,2022-01-19 21:24:35 PST,1642656275426,2,set_2,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,,,Not at all,Definitely will,Trying to decide
reliablydetaildebate@timestudy_com/2022-01-20/phone_promptresponse_clean_2022-01-20.csv,23,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-20,2022-01-20 22:44:00 PST,GMT-08:00,1642747440166,Completed,2022-01-20,2022-01-20 22:45:35 PST,1642747535323,1,set_2,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,A little,Not at all,Moderately,A little,Moderately,Very much so,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Probably will,Yes
reliablydetaildebate@timestudy_com/2022-01-22/phone_promptresponse_clean_2022-01-22.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-22,2022-01-22 21:18:00 PST,GMT-08:00,1642915080153,Completed,2022-01-22,2022-01-22 21:18:50 PST,1642915130898,1,set_3,23,9,Not at all,Extremely,Extremely,Moderately,Moderately,Moderately,A little,Moderately,Not at all,Very much so,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,,,,,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-23/phone_promptresponse_clean_2022-01-23.csv,25,reliablydetaildebate,Daily,TIME,RANDOM,22,23,2022-01-23,2022-01-23 22:14:00 PST,GMT-08:00,1643004840288,Completed,2022-01-23,2022-01-23 22:28:26 PST,1643005706492,2,set_3,47,9,Not at all,Extremely,Moderately,Quite a bit,Quite a bit,A little,A little,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Not at all,No,Did not have to work today,0,,,,Not really,Yes,Sort of,Yes,Quite a bit,Probably will not,Sort of,Sort of,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot more,Neither more nor less,Neither more nor less,Very little,Not at all,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-24/phone_promptresponse_clean_2022-01-24.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-24,2022-01-24 20:46:00 PST,GMT-08:00,1643085960193,Completed,2022-01-24,2022-01-24 20:57:17 PST,1643086637226,2,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,A little,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,A little,No,No,0,,,,,,,,A little,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-25/phone_promptresponse_clean_2022-01-25.csv,22,reliablydetaildebate,Daily,TIME,RANDOM,21,22,2022-01-25,2022-01-25 21:12:00 PST,GMT-08:00,1643173920177,Completed,2022-01-25,2022-01-25 21:13:01 PST,1643173981144,1,set_4,23,9,A little,A little,A little,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Moderately,Quite a bit,A little,Not at all,Moderately,No,No,0,A little,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliablydetaildebate@timestudy_com/2022-01-26/phone_promptresponse_clean_2022-01-26.csv,21,reliablydetaildebate,Daily,TIME,RANDOM,20,21,2022-01-26,2022-01-26 20:19:00 PST,GMT-08:00,1643257140226,Completed,2022-01-26,2022-01-26 20:20:34 PST,1643257234740,1,set_2,24,9,A little,Moderately,A little,Moderately,Quite a bit,Not at all,A little,Moderately,A little,Very much so,Very much so,Moderately,Not at all,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,,,Not at all,Probably will,Yes
