.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage
doorpostthesisjubilance@timestudy_com/2021-02-11/phone_promptresponse_clean_2021-02-11.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-11,2021-02-11 20:22:00 PST,GMT-08:00,1613103720162,Completed,2021-02-11,2021-02-11 20:23:29 PST,1613103809831,1,set_4,23,9,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Probably will,,No,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-12/phone_promptresponse_clean_2021-02-12.csv,15,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-02-12,2021-02-12 19:42:00 PST,GMT-08:00,1613187720140,Completed,2021-02-12,2021-02-12 19:42:52 PST,1613187772290,1,set_4,23,9,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Very much so,Moderately,Quite a bit,No,No,0,,,,,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-13/phone_promptresponse_clean_2021-02-13.csv,17,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-13,2021-02-13 20:38:00 PST,GMT-08:00,1613277480098,Completed,2021-02-13,2021-02-13 20:39:20 PST,1613277560230,1,set_2,23,9,Extremely,A little,Moderately,Moderately,A little,Not at all,A little,A little,A little,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-14/phone_promptresponse_clean_2021-02-14.csv,21,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-14,2021-02-14 20:38:00 PST,GMT-08:00,1613363880119,Completed,2021-02-14,2021-02-14 20:42:54 PST,1613364174924,1,set_4,47,9,Extremely,Moderately,A little,Moderately,Quite a bit,A little,A little,A little,A little,Not at all,A little,Moderately,Moderately,Moderately,No,Yes,0,,,,,Yes,Yes,Not really,but had a goal,Not really,Very much so,Probably will,Sort of,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Very little,Very little,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-15/phone_promptresponse_clean_2021-02-15.csv,15,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-15,2021-02-15 20:42:00 PST,GMT-08:00,1613450520152,Completed,2021-02-15,2021-02-15 20:44:47 PST,1613450687426,1,set_1,25,9,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,A little,Moderately,Not at all,Not at all,Moderately,A little,Moderately,A little,Moderately,No,No,0,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat
doorpostthesisjubilance@timestudy_com/2021-02-16/phone_promptresponse_clean_2021-02-16.csv,21,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-16,2021-02-16 20:32:00 PST,GMT-08:00,1613536320185,Completed,2021-02-16,2021-02-16 20:33:34 PST,1613536414495,1,set_2,23,9,Extremely,A little,Moderately,A little,A little,A little,Moderately,A little,A little,Not at all,A little,Very much so,A little,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-17/phone_promptresponse_clean_2021-02-17.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-17,2021-02-17 20:44:00 PST,GMT-08:00,1613623440113,Completed,2021-02-17,2021-02-17 20:46:25 PST,1613623585559,1,set_4,23,9,Quite a bit,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,A little,A little,A little,A little,A little,Moderately,No,Yes,0,,,,,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-18/phone_promptresponse_clean_2021-02-18.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-18,2021-02-18 20:34:00 PST,GMT-08:00,1613709240144,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,1,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-19,2021-02-19 20:49:00 PST,GMT-08:00,1613796540368,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-20/phone_promptresponse_clean_2021-02-20.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-20,2021-02-20 20:34:00 PST,GMT-08:00,1613882040101,Completed,2021-02-20,2021-02-20 20:35:05 PST,1613882105594,1,set_2,23,9,Extremely,Moderately,Moderately,A little,Quite a bit,A little,Moderately,A little,A little,Not at all,A little,Very much so,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-21/phone_promptresponse_clean_2021-02-21.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-21,2021-02-21 20:11:00 PST,GMT-08:00,1613967060146,PartiallyCompleted,,,,,set_4,9,9,Extremely,Moderately,Moderately,A little,A little,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-22/phone_promptresponse_clean_2021-02-22.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-22,2021-02-22 20:25:00 PST,GMT-08:00,1614054300110,Completed,2021-02-22,2021-02-22 20:26:48 PST,1614054408822,1,set_2,23,9,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,A little,Moderately,Quite a bit,A little,Moderately,A little,Moderately,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-23/phone_promptresponse_clean_2021-02-23.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-23,2021-02-23 20:31:00 PST,GMT-08:00,1614141060367,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-24/phone_promptresponse_clean_2021-02-24.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-02-24,2021-02-24 19:47:00 PST,GMT-08:00,1614224820090,Completed,2021-02-24,2021-02-24 20:59:09 PST,1614229149496,2,set_3,24,9,Extremely,Moderately,Quite a bit,A little,A little,A little,A little,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-02-25/phone_promptresponse_clean_2021-02-25.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-25,2021-02-25 20:40:00 PST,GMT-08:00,1614314400104,Completed,2021-02-25,2021-02-25 21:14:20 PST,1614316460667,2,set_3,23,9,Extremely,A little,Quite a bit,A little,A little,Quite a bit,Extremely,Quite a bit,Moderately,A little,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,No,,,,
doorpostthesisjubilance@timestudy_com/2021-02-27/phone_promptresponse_clean_2021-02-27.csv,1,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-02-26,2021-02-26 20:16:00 PST,GMT-08:00,1614399360143,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-02-27/phone_promptresponse_clean_2021-02-27.csv,15,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-27,2021-02-27 20:44:00 PST,GMT-08:00,1614487440101,Completed,2021-02-27,2021-02-27 20:51:59 PST,1614487919235,2,set_2,23,9,Extremely,Moderately,Moderately,A little,A little,A little,Moderately,A little,A little,Moderately,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
doorpostthesisjubilance@timestudy_com/2021-02-28/phone_promptresponse_clean_2021-02-28.csv,22,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-02-28,2021-02-28 20:12:00 PST,GMT-08:00,1614571920075,Completed,2021-02-28,2021-02-28 20:48:22 PST,1614574102322,2,set_3,48,9,Extremely,Moderately,Moderately,Moderately,A little,A little,Moderately,A little,Not at all,A little,Moderately,Very much so,Moderately,A little,No,Yes,0,,,,,Not really,Yes,Not really,Maybe,Not really,,,Sort of,,Extremely,Moderately,I am not experiencing viral symptoms,0 days,1 day,More,More,Neither more nor less,Quite a bit,Moderate,Quite a bit,Might,Not really,,,,Somewhat
doorpostthesisjubilance@timestudy_com/2021-03-02/phone_promptresponse_clean_2021-03-02.csv,1,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-01,2021-03-01 20:25:00 PST,GMT-08:00,1614659100103,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-02/phone_promptresponse_clean_2021-03-02.csv,16,doorpostthesisjubilance,Daily,BURST,RANDOM,19,20,2021-03-02,2021-03-02 19:47:00 PST,GMT-08:00,1614743220293,Completed,2021-03-02,2021-03-02 19:47:58 PST,1614743278985,1,set_2,23,9,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-03-03/phone_promptresponse_clean_2021-03-03.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-03,2021-03-03 20:49:00 PST,GMT-08:00,1614833340141,Completed,2021-03-03,2021-03-03 20:50:22 PST,1614833422486,1,set_3,23,9,Extremely,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Not at all,Moderately,Very much so,Moderately,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Not really,,,,
doorpostthesisjubilance@timestudy_com/2021-03-04/phone_promptresponse_clean_2021-03-04.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-03-04,2021-03-04 19:45:00 PST,GMT-08:00,1614915900160,Completed,2021-03-04,2021-03-04 19:46:00 PST,1614915960805,1,set_4,23,9,Extremely,Moderately,Moderately,Quite a bit,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Definitely will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-05/phone_promptresponse_clean_2021-03-05.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-05,2021-03-05 20:10:00 PST,GMT-08:00,1615003800107,Completed,2021-03-05,2021-03-05 20:46:02 PST,1615005962522,2,set_3,24,9,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-03-06/phone_promptresponse_clean_2021-03-06.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-06,2021-03-06 20:12:00 PST,GMT-08:00,1615090320075,Completed,2021-03-06,2021-03-06 20:15:13 PST,1615090513117,1,set_4,23,9,Extremely,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,A little,A little,A little,Moderately,Not at all,Very much so,Quite a bit,Moderately,No,No,0,,,,,,,,,,A little,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-07/phone_promptresponse_clean_2021-03-07.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-07,2021-03-07 20:22:00 PST,GMT-08:00,1615177320102,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-08/phone_promptresponse_clean_2021-03-08.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-08,2021-03-08 20:29:00 PST,GMT-08:00,1615264140094,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-09/phone_promptresponse_clean_2021-03-09.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-09,2021-03-09 20:13:00 PST,GMT-08:00,1615349580347,PartiallyCompleted,,,,,set_3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-10/phone_promptresponse_clean_2021-03-10.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-03-10,2021-03-10 19:25:00 PST,GMT-08:00,1615433100086,Completed,2021-03-10,2021-03-10 19:30:09 PST,1615433409354,2,set_4,23,9,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A little,Moderately,Very much so,A little,A little,No,Yes,0,,,,,,,,,,Very much so,Might,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-11/phone_promptresponse_clean_2021-03-11.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-03-11,2021-03-11 19:37:00 PST,GMT-08:00,1615520220092,Completed,2021-03-11,2021-03-11 19:38:23 PST,1615520303648,1,set_4,24,9,Extremely,Quite a bit,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,Moderately,Moderately,A little,Moderately,A little,A little,No,No,0,,,,,,,,,,Quite a bit,Definitely will,,Yes,,,,,,,,,,,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-03-12/phone_promptresponse_clean_2021-03-12.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,17,18,2021-03-12,2021-03-12 17:38:00 PST,GMT-08:00,1615599480085,Completed,2021-03-12,2021-03-12 17:39:03 PST,1615599543723,1,set_2,23,9,Extremely,A little,Extremely,A little,Moderately,Quite a bit,Extremely,Extremely,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,A little,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-03-13/phone_promptresponse_clean_2021-03-13.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,19,20,2021-03-13,2021-03-13 19:31:00 PST,GMT-08:00,1615692660161,Completed,2021-03-13,2021-03-13 19:31:43 PST,1615692703722,1,set_3,23,9,Extremely,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Moderately,Moderately,Not at all,A little,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Sort of,,,,
doorpostthesisjubilance@timestudy_com/2021-03-14/phone_promptresponse_clean_2021-03-14.csv,20,doorpostthesisjubilance,Daily,BURST,RANDOM,21,22,2021-03-14,2021-03-14 21:38:00 PDT,GMT-07:00,1615783080078,Completed,2021-03-14,2021-03-14 21:58:58 PDT,1615784338247,2,set_1,48,9,Extremely,Moderately,Quite a bit,Moderately,A little,Moderately,Extremely,Moderately,Quite a bit,A little,Moderately,Very much so,Quite a bit,Moderately,No,Yes,0,Very much so,Definitely will,Yes,Yes,Sort of,Yes,Sort of,Yes,Not really,,,Sort of,,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Very little,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-15/phone_promptresponse_clean_2021-03-15.csv,20,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-15,2021-03-15 20:19:00 PDT,GMT-07:00,1615864740112,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-16/phone_promptresponse_clean_2021-03-16.csv,20,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-16,2021-03-16 20:29:00 PDT,GMT-07:00,1615951740113,Completed,2021-03-16,2021-03-16 20:30:41 PDT,1615951841112,1,set_1,25,9,Quite a bit,Moderately,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,No,No,0,Quite a bit,Might,Sort of,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,A little bit
doorpostthesisjubilance@timestudy_com/2021-03-17/phone_promptresponse_clean_2021-03-17.csv,23,doorpostthesisjubilance,Daily,BURST,RANDOM,21,22,2021-03-17,2021-03-17 21:43:00 PDT,GMT-07:00,1616042580258,Completed,2021-03-17,2021-03-17 21:56:36 PDT,1616043396020,1,set_2,23,9,Extremely,A little,Moderately,Moderately,A little,A little,Moderately,A little,A little,A little,Moderately,Moderately,Quite a bit,Moderately,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,
doorpostthesisjubilance@timestudy_com/2021-03-18/phone_promptresponse_clean_2021-03-18.csv,22,doorpostthesisjubilance,Daily,TIME,RANDOM,21,22,2021-03-18,2021-03-18 21:20:00 PDT,GMT-07:00,1616127600132,Completed,2021-03-18,2021-03-18 21:22:39 PDT,1616127759993,1,set_3,23,9,Extremely,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit,Moderately,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really,,,,
doorpostthesisjubilance@timestudy_com/2021-03-19/phone_promptresponse_clean_2021-03-19.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,18,19,2021-03-19,2021-03-19 18:28:05 PDT,GMT-07:00,1616203685585,Completed,2021-03-19,2021-03-19 18:28:57 PDT,1616203737848,1,set_1,24,9,Extremely,Not at all,Moderately,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,Moderately,Not sure,No,0,Quite a bit,Probably will,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-20/phone_promptresponse_clean_2021-03-20.csv,18,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-20,2021-03-20 20:32:00 PDT,GMT-07:00,1616297520107,Completed,2021-03-20,2021-03-20 20:34:26 PDT,1616297666514,1,set_1,24,9,Extremely,A little,Moderately,A little,Moderately,Quite a bit,Moderately,A little,A little,Not at all,Not at all,Very much so,Moderately,A little,No,No,0,Very much so,Definitely will,Sort of,No,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-21/phone_promptresponse_clean_2021-03-21.csv,17,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-21,2021-03-21 20:43:00 PDT,GMT-07:00,1616384580142,Completed,2021-03-21,2021-03-21 20:47:42 PDT,1616384862083,1,set_1,49,9,Extremely,A little,Moderately,Moderately,Quite a bit,A little,Moderately,A little,A little,A little,A little,Very much so,Moderately,A little,No,No,0,A little,Might,Yes,No,Yes,Yes,Not really,but had a goal,Not really,,,Sort of,,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Quite a bit,Moderate,,,,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-03-22/phone_promptresponse_clean_2021-03-22.csv,15,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-22,2021-03-22 20:28:00 PDT,GMT-07:00,1616470080149,Completed,2021-03-22,2021-03-22 20:28:45 PDT,1616470125755,1,set_2,23,9,Extremely,Quite a bit,A little,Moderately,Moderately,A little,Quite a bit,Quite a bit,Quite a bit,Very much so,Moderately,Quite a bit,Moderately,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,
doorpostthesisjubilance@timestudy_com/2021-03-23/phone_promptresponse_clean_2021-03-23.csv,16,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-23,2021-03-23 20:32:00 PDT,GMT-07:00,1616556720145,Completed,2021-03-23,2021-03-23 20:51:06 PDT,1616557866219,2,set_4,23,9,Extremely,Moderately,Moderately,A little,Quite a bit,A little,Quite a bit,Moderately,A little,Moderately,Not at all,Moderately,Moderately,Moderately,No,No,0,,,,,,,,,,Very much so,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-24/phone_promptresponse_clean_2021-03-24.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-24,2021-03-24 20:44:00 PDT,GMT-07:00,1616643840121,Completed,2021-03-24,2021-03-24 20:46:33 PDT,1616643993225,1,set_3,24,9,Extremely,Moderately,Moderately,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Quite a bit,Moderately,Very much so,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Yes,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-03-25/phone_promptresponse_clean_2021-03-25.csv,20,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-25,2021-03-25 20:27:00 PDT,GMT-07:00,1616729220198,Completed,2021-03-25,2021-03-25 20:28:31 PDT,1616729311843,1,set_3,24,9,Extremely,Moderately,Moderately,A little,Moderately,A little,Quite a bit,Moderately,Moderately,Moderately,Not at all,Quite a bit,Moderately,A little,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will not,Not really,,,,Not at all
doorpostthesisjubilance@timestudy_com/2021-03-26/phone_promptresponse_clean_2021-03-26.csv,15,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-26,2021-03-26 20:15:00 PDT,GMT-07:00,1616814900117,Completed,2021-03-26,2021-03-26 20:19:55 PDT,1616815195357,1,set_4,24,9,Extremely,Quite a bit,Moderately,Moderately,Moderately,A little,A little,Quite a bit,Moderately,A little,A little,A little,A little,Moderately,No,No,0,,,,,,,,,,Very much so,Might,,Sort of,,,,,,,,,,,,,,,,,Somewhat
doorpostthesisjubilance@timestudy_com/2021-03-27/phone_promptresponse_clean_2021-03-27.csv,17,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-27,2021-03-27 20:32:00 PDT,GMT-07:00,1616902320124,Completed,2021-03-27,2021-03-27 20:33:05 PDT,1616902385173,1,set_2,23,9,Extremely,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Quite a bit,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will,Trying to decide,
doorpostthesisjubilance@timestudy_com/2021-03-28/phone_promptresponse_clean_2021-03-28.csv,17,doorpostthesisjubilance,Daily,BURST,RANDOM,21,22,2021-03-28,2021-03-28 21:21:00 PDT,GMT-07:00,1616991660108,Completed,2021-03-28,2021-03-28 21:25:45 PDT,1616991945564,1,set_4,47,9,Extremely,Moderately,Moderately,Moderately,Quite a bit,A little,Not at all,Moderately,Not at all,Moderately,Moderately,Quite a bit,Moderately,Moderately,No,No,0,,,,,Yes,Yes,Not really,but had a goal,Not really,Very much so,Probably will,Sort of,Sort of,Extremely,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,More,Neither more nor less,Moderate,Moderate,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-29/phone_promptresponse_clean_2021-03-29.csv,13,doorpostthesisjubilance,Daily,BURST,RANDOM,20,21,2021-03-29,2021-03-29 20:30:00 PDT,GMT-07:00,1617075000116,Completed,2021-03-29,2021-03-29 20:30:57 PDT,1617075057772,1,set_4,23,9,Extremely,Moderately,Moderately,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Moderately,A little,Quite a bit,Moderately,A little,No,No,0,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-30/phone_promptresponse_clean_2021-03-30.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-30,2021-03-30 20:17:00 PDT,GMT-07:00,1617160620155,Completed,2021-03-30,2021-03-30 20:18:41 PDT,1617160721361,1,set_1,24,9,Extremely,Moderately,A little,Moderately,Moderately,Not at all,A little,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,No,Did not have to work today,0,Quite a bit,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
doorpostthesisjubilance@timestudy_com/2021-03-31/phone_promptresponse_clean_2021-03-31.csv,21,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-03-31,2021-03-31 20:19:00 PDT,GMT-07:00,1617247140161,Completed,2021-03-31,2021-03-31 20:19:54 PDT,1617247194052,1,set_3,23,9,Extremely,Moderately,A little,Quite a bit,Moderately,Not at all,Not at all,Not at all,A little,A little,Moderately,Moderately,A little,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of,,,,
doorpostthesisjubilance@timestudy_com/2021-04-01/phone_promptresponse_clean_2021-04-01.csv,19,doorpostthesisjubilance,Daily,TIME,RANDOM,20,21,2021-04-01,2021-04-01 20:29:00 PDT,GMT-07:00,1617334140186,Completed,2021-04-01,2021-04-01 20:30:41 PDT,1617334241843,1,set_3,24,9,Extremely,Moderately,A little,Moderately,Moderately,A little,A little,A little,A little,Moderately,Moderately,Very much so,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really,,,,Not at all
