.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x30_affmot_sed,x31_int_sed,x32_plan_sed,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x55_engage,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x34_affmot_eat,x35_int_eat,x36_goal_eat,x37_plan_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress
headwearskirmishantidote@timestudy_com/2021-12-25/phone_promptresponse_clean_2021-12-25.csv,2,headwearskirmishantidote,Daily,BURST,RANDOM,1,2,2021-12-25,2021-12-25 01:36:00 CST,GMT-06:00,1640417760278,Completed,2021-12-25,2021-12-25 01:37:14 CST,1640417834862,1,set_3,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,A little,A little,Not at all,A little,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,Very much,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-12-26/phone_promptresponse_clean_2021-12-26.csv,2,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-12-26,2021-12-26 00:43:00 CST,GMT-06:00,1640500980275,Completed,2021-12-26,2021-12-26 01:47:38 CST,1640504858235,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,No,Yes,No,Maybe,No,Quite a bit,Definitely will,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2021-12-27/phone_promptresponse_clean_2021-12-27.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2021-12-27,2021-12-27 00:45:00 CST,GMT-06:00,1640587500317,Completed,2021-12-27,2021-12-27 00:46:29 CST,1640587589352,1,set_1,48,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Quite a bit,Definitely will,Yes,Yes,Not really,Yes,Not really,Maybe,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2021-12-28/phone_promptresponse_clean_2021-12-28.csv,2,headwearskirmishantidote,Daily,TIME,RANDOM,1,2,2021-12-28,2021-12-28 01:42:00 CST,GMT-06:00,1640677320254,Completed,2021-12-28,2021-12-28 02:13:04 CST,1640679184937,1,set_2,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-12-29/phone_promptresponse_clean_2021-12-29.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-12-29,2021-12-29 00:43:00 CST,GMT-06:00,1640760180301,Completed,2021-12-29,2021-12-29 01:33:57 CST,1640763237749,2,set_4,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,A little bit,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-12-30/phone_promptresponse_clean_2021-12-30.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-12-30,2021-12-30 00:20:00 CST,GMT-06:00,1640845200257,Completed,2021-12-30,2021-12-30 00:24:01 CST,1640845441276,1,set_1,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,A little,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2021-12-31/phone_promptresponse_clean_2021-12-31.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2021-12-31,2021-12-31 00:10:00 CST,GMT-06:00,1640931000263,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-01/phone_promptresponse_clean_2022-01-01.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-01,2022-01-01 00:42:00 CST,GMT-06:00,1641019320262,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-02/phone_promptresponse_clean_2022-01-02.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-02,2022-01-02 00:47:00 CST,GMT-06:00,1641106020257,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-03/phone_promptresponse_clean_2022-01-03.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2022-01-02,2022-01-02 23:44:00 CST,GMT-06:00,1641188640287,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-04/phone_promptresponse_clean_2022-01-04.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-04,2022-01-04 00:37:00 CST,GMT-06:00,1641278220315,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-05/phone_promptresponse_clean_2022-01-05.csv,2,headwearskirmishantidote,Daily,TIME,RANDOM,1,2,2022-01-05,2022-01-05 01:18:00 CST,GMT-06:00,1641367080249,Completed,2022-01-05,2022-01-05 01:59:15 CST,1641369555797,2,set_2,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,Very much so,Might,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-06/phone_promptresponse_clean_2022-01-06.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-06,2022-01-06 00:23:00 CST,GMT-06:00,1641450180266,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-07/phone_promptresponse_clean_2022-01-07.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-07,2022-01-07 00:13:00 CST,GMT-06:00,1641535980259,Completed,2022-01-07,2022-01-07 01:16:37 CST,1641539797155,2,set_3,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-08/phone_promptresponse_clean_2022-01-08.csv,2,headwearskirmishantidote,Daily,BURST,RANDOM,1,2,2022-01-08,2022-01-08 01:15:00 CST,GMT-06:00,1641626100267,Completed,2022-01-08,2022-01-08 01:39:55 CST,1641627595161,2,set_4,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-09/phone_promptresponse_clean_2022-01-09.csv,2,headwearskirmishantidote,Daily,BURST,RANDOM,1,2,2022-01-09,2022-01-09 01:35:00 CST,GMT-06:00,1641713700243,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-10/phone_promptresponse_clean_2022-01-10.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-10,2022-01-10 00:44:00 CST,GMT-06:00,1641797040263,Completed,2022-01-10,2022-01-10 01:03:56 CST,1641798236260,2,set_3,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,A little,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,,,,,,Not really,Yes,No,Maybe,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-01-11/phone_promptresponse_clean_2022-01-11.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-11,2022-01-11 00:32:00 CST,GMT-06:00,1641882720274,Completed,2022-01-11,2022-01-11 00:33:13 CST,1641882793084,1,set_4,23,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Yes,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-12/phone_promptresponse_clean_2022-01-12.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-12,2022-01-12 00:16:00 CST,GMT-06:00,1641968160255,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-13/phone_promptresponse_clean_2022-01-13.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-13,2022-01-13 00:25:00 CST,GMT-06:00,1642055100251,Completed,2022-01-13,2022-01-13 02:03:36 CST,1642061016856,2,set_4,23,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,A little,Moderately,No,Did not have to work today,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-14/phone_promptresponse_clean_2022-01-14.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-14,2022-01-14 00:31:00 CST,GMT-06:00,1642141860252,Completed,2022-01-14,2022-01-14 00:31:46 CST,1642141906025,1,set_2,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,A little,Quite a bit,Moderately,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-15/phone_promptresponse_clean_2022-01-15.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-15,2022-01-15 00:45:00 CST,GMT-06:00,1642229100263,Completed,2022-01-15,2022-01-15 02:26:25 CST,1642235185254,2,set_1,25,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-16/phone_promptresponse_clean_2022-01-16.csv,2,headwearskirmishantidote,Daily,TIME,RANDOM,1,2,2022-01-16,2022-01-16 01:12:00 CST,GMT-06:00,1642317120274,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-17/phone_promptresponse_clean_2022-01-17.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,23,0,2022-01-16,2022-01-16 23:49:00 CST,GMT-06:00,1642398540269,NeverStarted,,,,,set_4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-18/phone_promptresponse_clean_2022-01-18.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-18,2022-01-18 00:26:00 CST,GMT-06:00,1642487160262,Completed,2022-01-18,2022-01-18 01:57:18 CST,1642492638109,2,set_1,24,9,Not at all,Quite a bit,A little,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-19/phone_promptresponse_clean_2022-01-19.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-19,2022-01-19 00:33:00 CST,GMT-06:00,1642573980287,Completed,2022-01-19,2022-01-19 01:57:02 CST,1642579022368,2,set_1,24,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-20/phone_promptresponse_clean_2022-01-20.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-20,2022-01-20 00:36:00 CST,GMT-06:00,1642660560265,Completed,2022-01-20,2022-01-20 01:54:25 CST,1642665265301,2,set_3,24,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-21/phone_promptresponse_clean_2022-01-21.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-21,2022-01-21 00:17:00 CST,GMT-06:00,1642745820274,Completed,2022-01-21,2022-01-21 02:01:36 CST,1642752096305,2,set_1,24,9,Not at all,Moderately,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Definitely will,Yes,No,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-22/phone_promptresponse_clean_2022-01-22.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-22,2022-01-22 00:41:00 CST,GMT-06:00,1642833660289,Completed,2022-01-22,2022-01-22 00:42:36 CST,1642833756673,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,Very much,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-23/phone_promptresponse_clean_2022-01-23.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-23,2022-01-23 00:46:00 CST,GMT-06:00,1642920360309,Completed,2022-01-23,2022-01-23 00:49:12 CST,1642920552737,1,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Yes,Yes,Sort of,Yes,Sort of,but had a goal,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-01-24/phone_promptresponse_clean_2022-01-24.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-24,2022-01-24 00:25:00 CST,GMT-06:00,1643005500240,Completed,2022-01-24,2022-01-24 00:36:49 CST,1643006209792,2,set_1,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Yes,Yes,Sort of,Maybe,Sort of,Maybe,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-01-25/phone_promptresponse_clean_2022-01-25.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-01-25,2022-01-25 00:33:00 CST,GMT-06:00,1643092380251,Completed,2022-01-25,2022-01-25 00:33:35 CST,1643092415591,1,set_3,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-26/phone_promptresponse_clean_2022-01-26.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-26,2022-01-26 00:13:00 CST,GMT-06:00,1643177580271,Completed,2022-01-26,2022-01-26 00:30:19 CST,1643178619506,2,set_1,25,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,Not at all,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-27/phone_promptresponse_clean_2022-01-27.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-27,2022-01-27 00:13:00 CST,GMT-06:00,1643263980267,Completed,2022-01-27,2022-01-27 00:13:52 CST,1643264032724,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-28/phone_promptresponse_clean_2022-01-28.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-28,2022-01-28 00:46:00 CST,GMT-06:00,1643352360240,Completed,2022-01-28,2022-01-28 00:57:34 CST,1643353054707,2,set_3,23,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-29/phone_promptresponse_clean_2022-01-29.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-29,2022-01-29 00:32:00 CST,GMT-06:00,1643437920324,Completed,2022-01-29,2022-01-29 00:32:44 CST,1643437964124,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,A little,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-01-30/phone_promptresponse_clean_2022-01-30.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-30,2022-01-30 00:28:00 CST,GMT-06:00,1643524080256,Completed,2022-01-30,2022-01-30 00:45:17 CST,1643525117451,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,No,Maybe,Not really,No,No,Very much so,Probably will,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-01-31/phone_promptresponse_clean_2022-01-31.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-01-31,2022-01-31 00:47:00 CST,GMT-06:00,1643611620257,Completed,2022-01-31,2022-01-31 01:51:20 CST,1643615480383,2,set_1,48,9,Not at all,Moderately,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Not at all,Definitely will,Yes,Yes,Yes,Yes,Not really,Maybe,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-02-01/phone_promptresponse_clean_2022-02-01.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-01,2022-02-01 00:28:00 CST,GMT-06:00,1643696880263,Completed,2022-02-01,2022-02-01 00:28:38 CST,1643696918192,1,set_4,24,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,Did not have to work today,0,,,,,,,A little bit,,,,,,,,,,Quite a bit,Probably will,,Sort of,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-02/phone_promptresponse_clean_2022-02-02.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-02,2022-02-02 00:48:00 CST,GMT-06:00,1643784480239,Completed,2022-02-02,2022-02-02 01:53:00 CST,1643788380926,2,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Not at all,Probably will not,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-03/phone_promptresponse_clean_2022-02-03.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-03,2022-02-03 00:30:00 CST,GMT-06:00,1643869800272,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-04/phone_promptresponse_clean_2022-02-04.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-04,2022-02-04 00:29:00 CST,GMT-06:00,1643956140300,NeverStarted,,,,,set_3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-05/phone_promptresponse_clean_2022-02-05.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-05,2022-02-05 00:27:00 CST,GMT-06:00,1644042420277,Completed,2022-02-05,2022-02-05 00:27:42 CST,1644042462360,1,set_1,25,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Moderately,Not at all,Not at all,Moderately,No,No,0,,,,,,,,A little,Probably will,Yes,No,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-06/phone_promptresponse_clean_2022-02-06.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-02-06,2022-02-06 00:43:00 CST,GMT-06:00,1644129780274,Completed,2022-02-06,2022-02-06 00:47:38 CST,1644130058487,1,set_2,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,A little,Might,Trying to decide,Extremely,,,,,No,Maybe,No,Maybe,No,,,Sort of,,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-02-07/phone_promptresponse_clean_2022-02-07.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-02-07,2022-02-07 00:17:00 CST,GMT-06:00,1644214620288,Completed,2022-02-07,2022-02-07 00:24:53 CST,1644215093977,2,set_4,47,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,No,Maybe,No,but had a goal,No,Quite a bit,Probably will,Sort of,Sort of,Not at all,Not at all,I am not experiencing viral symptoms,0 days,5 or more days,A lot less,Neither more nor less,Neither more nor less,Not at all,Moderate
headwearskirmishantidote@timestudy_com/2022-02-08/phone_promptresponse_clean_2022-02-08.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-02-08,2022-02-08 00:33:00 CST,GMT-06:00,1644301980288,Completed,2022-02-08,2022-02-08 00:34:16 CST,1644302056846,1,set_2,25,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,Quite a bit,Might,Yes,Very much,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-09/phone_promptresponse_clean_2022-02-09.csv,1,headwearskirmishantidote,Daily,BURST,RANDOM,0,1,2022-02-09,2022-02-09 00:18:00 CST,GMT-06:00,1644387480250,Completed,2022-02-09,2022-02-09 00:19:07 CST,1644387547604,1,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,A little,Quite a bit,No,No,0,,,,Quite a bit,Probably will,Yes,,,,,,,,,,,,,,,,,,,,,,,,
headwearskirmishantidote@timestudy_com/2022-02-10/phone_promptresponse_clean_2022-02-10.csv,1,headwearskirmishantidote,Daily,TIME,RANDOM,0,1,2022-02-10,2022-02-10 00:28:00 CST,GMT-06:00,1644474480264,Completed,2022-02-10,2022-02-10 00:47:40 CST,1644475660085,2,set_1,24,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,A little,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,
